,0,1,2
167,Colorado,Crowley,5697.894185602552
1835,Virginia,Carroll,2585.985773527467
1665,Texas,Lamb,229.40175267929226
1326,Oklahoma,Comanche,-684.1888015408517
1475,Tennessee,Jackson,886.3709812192751
1608,Texas,Frio,-285.3066478737892
1374,Oklahoma,Roger Mills,-11.472522033325276
614,Iowa,Grundy,1529.7023875735504
1722,Texas,Robertson,1502.947581863506
1373,Oklahoma,Pushmataha,-1285.4088023813779
176,Colorado,Fremont,851.6287106073687
1551,Texas,Brown,3693.6288588500547
126,Arkansas,Mississippi,234.0139260673327
1687,Texas,Medina,43.12935448817416
852,Mississippi,Issaquena,-1361.2614969540123
970,Missouri,Miller,-653.9172640172933
83,Arkansas,Benton,-329.9319825283569
74,Arizona,Navajo,1886.5915635050765
1572,Texas,Comal,-791.3374369192666
827,Mississippi,Alcorn,17264.73873516381
1525,Tennessee,Williamson,921.6355803189399
1312,Oklahoma,Alfalfa,1296.6296115403861
1539,Texas,Bee,803.1858729511814
1353,Oklahoma,Major,-402.9760814126871
472,Idaho,Nez Perce,-4981.391987812061
955,Missouri,Johnson,3952.661030990322
1825,Virginia,Augusta,-328.1530970072031
939,Missouri,Dunklin,4385.810793969154
867,Mississippi,Lowndes,256.32134470058236
1268,Ohio,Logan,99.53835911032456
267,Florida,Pinellas,520.8442188959907
1127,North Carolina,Anson,2520.6341157420843
602,Iowa,Davis,2001.7710762879442
545,Illinois,Moultrie,21169.652000518327
1695,Texas,Moore,1536.1063376515717
1698,Texas,Nacogdoches,903.513094107414
1015,Nebraska,Antelope,-176.28067471609893
1358,Oklahoma,McIntosh,461.12100676189175
899,Mississippi,Washington,677.3413741193272
476,Idaho,Power,629.617529846536
1809,Vermont,Bennington,1419.444822184305
289,Georgia,Ben Hill,623.1445034227336
850,Mississippi,Holmes,5941.2305051176445
1300,Ohio,Trumbull,-460.1843630921935
1288,Ohio,Pike,17468.005218135073
416,Georgia,Tift,-840.4779374212853
1519,Tennessee,Van Buren,2414.003929346631
981,Missouri,Ozark,1280.5836217856618
97,Arkansas,Crittenden,2580.0050588491745
1769,Texas,Willacy,1023.2886679779335
729,Maine,Hancock,-402.0260646978172
681,Louisiana,Bienville,33.143217237540284
79,Arizona,Yuma,-339.4459900043166
1487,Tennessee,Marion,2764.7408816934576
1333,Oklahoma,Ellis,1256.7404768992274
188,Colorado,La Plata,6207.0086703392735
1350,Oklahoma,Lincoln,2908.7679746445137
384,Georgia,Murray,1773.5039768103543
1776,Texas,Young,119.78954451024629
1391,South Carolina,Bamberg,535.8640510743298
1939,New York,Suffolk,1486.165258173991
290,Georgia,Berrien,8156.756473412375
184,Colorado,Jefferson,4201.847798358902
500,Illinois,Edgar,644.819219486114
853,Mississippi,Itawamba,1547.1917421541489
1880,Virginia,New Kent,3423.063675362935
582,Iowa,Benton,-105.07771763449318
1379,Oklahoma,Texas,-819.1472468296638
1361,Oklahoma,Noble,39064.88167457618
627,Iowa,Jefferson,-587.0805365332553
558,Illinois,Sangamon,6902.881206740456
1651,Texas,Johnson,-1530.023884374084
1637,Texas,Hopkins,633.1495218410905
1922,New Hampshire,Grafton,-648.1383051350026
711,Louisiana,Rapides,331.6652852911525
373,Georgia,Macon,-87.94936530193718
1043,Nebraska,Fillmore,4521.349726050749
1301,Ohio,Tuscarawas,14654.907558435581
198,Colorado,Morgan,5386.691482295322
245,Florida,Holmes,2209.5874603702478
913,Missouri,Benton,5377.446085991698
486,Illinois,Brown,-526.2115335241851
847,Mississippi,Hancock,542.0512477801872
310,Georgia,Clay,1108.141784950375
529,Illinois,Logan,7508.74363030978
777,Michigan,Ingham,4982.7760983713615
1207,North Carolina,Stokes,4532.795528755176
1574,Texas,Concho,125467.81193534176
1211,North Carolina,Tyrrell,46.358625448291605
972,Missouri,Moniteau,603.8633832285873
662,Iowa,Taylor,-505.68809733293483
705,Louisiana,Morehouse,-337.92267824009195
1006,Missouri,Texas,6100.668587588092
1116,Nevada,Lincoln,990.6020441972828
715,Louisiana,Tangipahoa,1541.675974911131
891,Mississippi,Tallahatchie,3641.309977483768
95,Arkansas,Craighead,-480.345519961445
189,Colorado,Larimer,-621.5824730880149
907,Missouri,Andrew,317.4606174196356
72,Arizona,Maricopa,-374.35190037533494
596,Iowa,Clarke,-116.31489585746795
811,Michigan,Osceola,326.8772469059959
950,Missouri,Howell,-306.83200646451223
1621,Texas,Hall,3974.2413836618525
1593,Texas,Eastland,561.5803196766374
1540,Texas,Bell,3503.1356718561524
47,Alabama,Mobile,1670.9340599498669
1090,Nebraska,Sarpy,2028.5294762905346
358,Georgia,Jasper,-417.69729105093575
179,Colorado,Grand,1112.8277550437683
360,Georgia,Jefferson,1574.1199102801015
298,Georgia,Butts,2085.354001028464
1481,Tennessee,Lawrence,-178.6216792807868
1102,Nebraska,Washington,2469.5228368542153
37,Alabama,Lauderdale,-569.3071289506561
164,Colorado,Clear Creek,-1032.0749188756995
214,Colorado,Teller,-552.5277056713203
691,Louisiana,East Carroll,-1270.8483490560325
299,Georgia,Calhoun,-106.7415287158583
519,Illinois,Jersey,2068.011525547492
413,Georgia,Telfair,3417.481407701609
1622,Texas,Hamilton,32075.89640415757
696,Louisiana,Iberia,1913.7871482749047
1188,North Carolina,Northampton,1439.125084412969
1457,Tennessee,Franklin,-930.0386096523193
1577,Texas,Cottle,-2.1436304738062972
719,Louisiana,Vermilion,-1330.2024154742417
1000,Missouri,Shannon,987.9098673189924
1454,Tennessee,Dyer,2126.0377742730147
1938,New York,Queens,-1936.1744083216822
1394,South Carolina,Berkeley,468.96111994367993
539,Illinois,McLean,144.8833628134339
1679,Texas,Marion,62585.9268576213
411,Georgia,Tattnall,-63.799363535627435
67,Arizona,Coconino,229.01371078337206
320,Georgia,Crisp,1332.6725882606781
1205,North Carolina,Scotland,521.7442471807567
354,Georgia,Henry,-106.11361655406927
1790,Utah,Juab,668.5179472014115
1140,North Carolina,Caswell,440.22818919825386
242,Florida,Hernando,-506.6201970745792
551,Illinois,Pope,2922.504022830326
492,Illinois,Christian,11426.943876572543
59,Alabama,Tallapoosa,15192.08508569311
1120,Nevada,Pershing,2708.998143930022
1016,Nebraska,Arthur,-179.6353837230372
1503,Tennessee,Rhea,-371.532269978386
1210,North Carolina,Transylvania,27184.266120788343
856,Mississippi,Jefferson,634.7668313944764
1855,Virginia,Grayson,-1119.1161880772383
835,Mississippi,Choctaw,-2397.4728886210264
223,Florida,Broward,5575.128005734943
252,Florida,Leon,-633.5190631117216
690,Louisiana,East Baton Rouge,-2283.192578694791
121,Arkansas,Logan,-111.90936637636196
387,Georgia,Oconee,4201.360249734913
623,Iowa,Ida,-1330.0836610160782
1609,Texas,Gaines,408.98731595866957
3,Alabama,Bibb,21900.711086652253
655,Iowa,Ringgold,10185.271324053221
692,Louisiana,East Feliciana,-121.42170618368391
1423,South Carolina,Oconee,-1823.6254370615065
285,Georgia,Baldwin,820.7014507487115
1640,Texas,Hudspeth,-228.1903987038445
1388,South Carolina,Aiken,-1294.7295595490273
1760,Texas,Walker,-935.5827671991415
31,Alabama,Hale,295.28920739652403
452,Idaho,Canyon,-51.124138950390716
1934,New York,Franklin,6522.837605913686
1182,North Carolina,Mecklenburg,1205.4479104416855
68,Arizona,Gila,-1082.6135472941246
721,Louisiana,Washington,425.72787844335016
1459,Tennessee,Giles,19602.519055532033
1567,Texas,Coke,3443.679941417637
275,Florida,Taylor,-1173.796522048588
371,Georgia,Lowndes,9094.38071920773
991,Missouri,Ralls,256.00677303649354
1302,Ohio,Union,1925.1939281152709
1223,Ohio,Adams,-804.7082625068329
948,Missouri,Holt,-595.8416169174279
1675,Texas,Loving,725.9981078124547
636,Iowa,Lyon,-683.5919187813333
829,Mississippi,Attala,-1400.9197638168648
1418,South Carolina,Lexington,-839.421039027759
304,Georgia,Charlton,-209.35824244746527
532,Illinois,Madison,1921.6223720044536
119,Arkansas,Lincoln,688.3416459939813
1466,Tennessee,Hardeman,557.4955682973869
1049,Nebraska,Garfield,15839.43435452608
1137,North Carolina,Caldwell,-160.57824039821207
506,Illinois,Fulton,410.77299816192954
244,Florida,Hillsborough,2814.3955615618775
324,Georgia,Dodge,-77.96487573601553
1916,Virginia,Wythe,2440.179546796563
1243,Ohio,Delaware,-845.919809321666
781,Michigan,Isabella,25831.273752440917
1842,Virginia,Cumberland,5962.592673260324
599,Iowa,Clinton,1141.004112156208
20,Alabama,Crenshaw,-117.71113704939808
1203,North Carolina,Rutherford,6240.578019457818
1377,Oklahoma,Sequoyah,-1059.2712520518858
823,Michigan,Washtenaw,1251.7187613851752
1167,North Carolina,Henderson,12.99413865037286
1051,Nebraska,Grant,-2589.2125588868607
100,Arkansas,Desha,1293.5658792770478
1453,Tennessee,Dickson,72.23641156192707
1148,North Carolina,Craven,-1271.3302378476806
1112,Nevada,Esmeralda,1323.4873017537075
1701,Texas,Nolan,11289.883478722211
1247,Ohio,Franklin,-278.0968578876241
798,Michigan,Mecosta,-407.146201996321
87,Arkansas,Carroll,843.8124462885726
1141,North Carolina,Catawba,1019.6510487664768
330,Georgia,Effingham,-823.8730143495927
524,Illinois,Knox,95.95179964515728
758,Michigan,Cass,-1194.3272273056177
1723,Texas,Rockwall,709.5357878810969
317,Georgia,Cook,1352.312384014389
70,Arizona,Greenlee,224.6512632244844
924,Missouri,Cass,3706.4634406499094
1849,Virginia,Fluvanna,1043.4976524858748
327,Georgia,Douglas,1452.4728049273854
964,Missouri,Macon,-1101.650360728267
634,Iowa,Louisa,-768.6591447843111
8,Alabama,Chambers,1666.2543553412665
1499,Tennessee,Perry,-561.1239770920711
746,Michigan,Alger,647.6655283150258
943,Missouri,Greene,318.868185250823
1409,South Carolina,Greenville,2044.0615179738907
1293,Ohio,Ross,-816.5983359282495
270,Florida,Santa Rosa,160.11122429887655
1410,South Carolina,Greenwood,-155.05643638556558
1845,Virginia,Essex,1038.8215600160925
1349,Oklahoma,Latimer,2272.512198976389
1707,Texas,Panola,1229.357408791107
1451,Tennessee,Davidson,596.3840365984915
1909,Virginia,Sussex,7589.135043010798
1924,New Hampshire,Merrimack,336.23088712039
1171,North Carolina,Iredell,-1512.42145107251
211,Colorado,San Miguel,571.8906830577307
192,Colorado,Logan,4549.719597798221
1615,Texas,Gray,-118.90252573757743
450,Idaho,Butte,2378.50340270334
734,Maine,Waldo,15406.367915101477
221,Florida,Bradford,4408.251600648676
1130,North Carolina,Beaufort,-593.4557805581057
170,Colorado,Denver,6356.334473423867
1229,Ohio,Belmont,-820.4926067001265
1598,Texas,Erath,-104.57797432048164
638,Iowa,Mahaska,1146.8929559698136
1232,Ohio,Carroll,1083.7578734197496
85,Arkansas,Bradley,-1969.8001367961301
651,Iowa,Pocahontas,685.8284238933575
1837,Virginia,Charlotte,-1306.6710475948853
154,Colorado,Adams,-1120.7888055260278
749,Michigan,Antrim,175.83103719538303
1094,Nebraska,Sheridan,9131.53393378127
812,Michigan,Oscoda,1609.9630539056002
409,Georgia,Talbot,505.69181362350264
80,Arkansas,Arkansas,1263.252308238179
1616,Texas,Grayson,-1505.4080973134346
609,Iowa,Fayette,-340.9769555336211
147,Arkansas,Stone,-157.17568846272388
822,Michigan,Van Buren,1070.6255088378166
664,Iowa,Van Buren,2019.0927564999552
682,Louisiana,Bossier,257.52571795537324
1285,Ohio,Paulding,3255.340053137782
162,Colorado,Chaffee,4246.146996938633
52,Alabama,Pickens,292.5466007614755
1547,Texas,Brazos,1987.4863258974738
780,Michigan,Iron,-166.390135003478
319,Georgia,Crawford,55078.38577888211
1775,Texas,Yoakum,-1278.8964288633038
1068,Nebraska,Lancaster,36325.193094167116
1472,Tennessee,Hickman,3078.350162003586
1420,South Carolina,Marlboro,945.0742179313352
645,Iowa,Montgomery,-407.84861667477617
783,Michigan,Kalamazoo,5009.8981528073555
567,Illinois,Wabash,2790.265635845248
649,Iowa,Palo Alto,1748.9885090213238
431,Georgia,Webster,-4.314683905053698
1447,Tennessee,Cocke,195.32864870144203
374,Georgia,Madison,2917.6178705609345
185,Colorado,Kiowa,3106.7833873994405
118,Arkansas,Lee,-552.6128001562702
787,Michigan,Lake,200.15118172813436
1721,Texas,Roberts,1442.0613364498981
107,Arkansas,Greene,2697.6653533153385
405,Georgia,Spalding,1760.4960095433999
526,Illinois,Lawrence,-75.30147710205802
764,Michigan,Crawford,309.2632588661986
1159,North Carolina,Gates,5590.3134435587435
1773,Texas,Wise,-797.6104076864794
1439,Tennessee,Campbell,457.9355140951152
1020,Nebraska,Box Butte,3418.970198815237
1104,Nebraska,Webster,25746.796095539183
1383,Oklahoma,Washington,535.1752573130921
700,Louisiana,Lafayette,2755.6875595116903
861,Mississippi,Lauderdale,7618.392949836838
912,Missouri,Bates,312.3031213102272
1375,Oklahoma,Rogers,28.978953019231994
763,Michigan,Clinton,861.3461382970768
944,Missouri,Grundy,-1239.3059099652205
640,Iowa,Marshall,809.062997520743
111,Arkansas,Independence,7438.63275418559
1691,Texas,Mills,408.28585829893746
742,Massachusetts,Norfolk,15407.143285635224
1231,Ohio,Butler,1893.320888491632
1689,Texas,Midland,21250.447191850868
1426,South Carolina,Richland,-1008.2066035081921
1109,Nevada,Clark,1417.2290589731201
246,Florida,Indian River,3519.814361709671
1737,Texas,Somervell,306.59990361544396
256,Florida,Manatee,27600.501227219014
1832,Virginia,Buckingham,-62.585187342410336
925,Missouri,Cedar,-159.5915122280676
251,Florida,Lee,1066.1714629329308
708,Louisiana,Ouachita,147.83764763891668
16,Alabama,Colbert,-408.13637337937416
30,Alabama,Greene,437.6772024523402
306,Georgia,Chattahoochee,-1843.1166435812197
1257,Ohio,Henry,2858.2149192646334
895,Mississippi,Tunica,97.93169052282701
193,Colorado,Mesa,13167.000189274975
263,Florida,Orange,-517.6690089237659
1380,Oklahoma,Tillman,-1020.2201660632077
1030,Nebraska,Cheyenne,3727.4779934538037
552,Illinois,Pulaski,-874.7120394303324
227,Florida,Clay,3225.119774600164
268,Florida,Polk,74.38300490490201
1925,New Hampshire,Rockingham,952.760760332159
1382,Oklahoma,Wagoner,1226.974780064652
1355,Oklahoma,Mayes,1450.9317230352262
901,Mississippi,Webster,525.3771623687735
1805,Utah,Washington,238.6773649354709
1296,Ohio,Seneca,-74.78166984330664
1603,Texas,Floyd,426.20953133857074
880,Mississippi,Pike,-612.2203501532363
1088,Nebraska,Rock,1098.4024186498855
480,Idaho,Valley,9621.127317126986
921,Missouri,Cape Girardeau,2481.3376155821784
606,Iowa,Dickinson,2177.1759413510126
1187,North Carolina,New Hanover,366.3525443845256
1536,Texas,Bandera,-666.8193152775134
871,Mississippi,Monroe,6566.663389045763
1524,Tennessee,White,-1293.5333511429258
751,Michigan,Baraga,1615.3022390456426
1344,Oklahoma,Jefferson,1161.4753399431493
1910,Virginia,Tazewell,7610.385565605431
249,Florida,Lafayette,148985.45992184978
1347,Oklahoma,Kingfisher,2233.8967704398
1746,Texas,Terrell,1349.6805654013174
1610,Texas,Garza,1037.713105900279
958,Missouri,Lafayette,5560.251914648138
1097,Nebraska,Stanton,481.781384620841
1076,Nebraska,Nance,66312.98656536314
1818,Vermont,Windsor,-172.80029403965636
498,Illinois,Cumberland,1739.0852617381966
1158,North Carolina,Gaston,380.12334607635603
512,Illinois,Hardin,2323.7609254653494
1169,North Carolina,Hoke,1913.3375189079757
831,Mississippi,Bolivar,913.225604462988
563,Illinois,Stephenson,65.42749629231866
1174,North Carolina,Jones,3717.068673920696
1493,Tennessee,Monroe,2928.976266379469
69,Arizona,Graham,368.1211140269984
414,Georgia,Terrell,999.566993128079
1416,South Carolina,Laurens,-1593.6445915538702
1138,North Carolina,Camden,211.33922465844762
841,Mississippi,Covington,-632.3451956766376
1492,Tennessee,Meigs,1385.5219594779824
1360,Oklahoma,Muskogee,641.568790697645
985,Missouri,Phelps,3054.2605011191336
1549,Texas,Briscoe,327.14718513320895
106,Arkansas,Grant,-262.709076338705
210,Colorado,San Juan,60112.381072742384
1661,Texas,Kinney,5933.922642523859
1272,Ohio,Mahoning,19.637404639398483
385,Georgia,Muscogee,42637.81150596907
1905,Virginia,Spotsylvania,-116.00141995271679
98,Arkansas,Cross,-540.2936519712862
393,Georgia,Pike,1033.055739340928
441,Idaho,Bannock,984.1466309579259
294,Georgia,Brooks,-1335.287075773003
1875,Virginia,Mathews,29678.780254007757
1014,Nebraska,Adams,3873.9373128910515
272,Florida,Seminole,6704.0660957257005
112,Arkansas,Izard,-608.4339134003048
1515,Tennessee,Tipton,-339.05863864610365
1074,Nebraska,Merrick,-619.4765995517328
585,Iowa,Bremer,7058.051021028325
1434,Tennessee,Bedford,412.36291244470476
713,Louisiana,Richland,-327.83551524217955
257,Florida,Marion,3900.8851446280573
1072,Nebraska,Madison,3091.2346200604234
1648,Texas,Jefferson,-1092.4995888185508
625,Iowa,Jackson,2199.6780839444677
503,Illinois,Fayette,-637.3754427287845
671,Iowa,Winneshiek,1.452065751797818
388,Georgia,Oglethorpe,6669.7539380303515
1008,Missouri,Warren,1093.2968293697659
863,Mississippi,Leake,1807.4732669269042
115,Arkansas,Johnson,702.8847385401591
1224,Ohio,Allen,-591.5284380333064
979,Missouri,Oregon,573.9479950473101
166,Colorado,Costilla,8623.511375222883
1235,Ohio,Clermont,-553.338424145079
542,Illinois,Monroe,490.39195764585656
1738,Texas,Starr,1137.7677586687846
1204,North Carolina,Sampson,-358.42077141846266
1219,North Carolina,Wilkes,934.18361766607
38,Alabama,Lawrence,1354.01999045725
297,Georgia,Burke,1961.4615709449222
1103,Nebraska,Wayne,311.69606562887384
508,Illinois,Greene,9421.239987911009
771,Michigan,Gogebic,2931.496825716746
364,Georgia,Lamar,1728.2117315336695
1514,Tennessee,Sumner,-466.897459944395
1095,Nebraska,Sherman,555.120351716464
1569,Texas,Collin,4247.511311884335
196,Colorado,Montezuma,-652.8893589609024
1133,North Carolina,Brunswick,3886.3596833671813
1145,North Carolina,Clay,6542.285196819807
1280,Ohio,Morgan,-961.317575237526
1071,Nebraska,Loup,-370.86470113878204
1710,Texas,Pecos,759.753780374559
870,Mississippi,Marshall,6014.227211411044
1244,Ohio,Erie,663.0563836441543
73,Arizona,Mohave,3778.969367421403
541,Illinois,Mercer,-0.4739843021343404
1643,Texas,Irion,-802.5081952869964
1573,Texas,Comanche,-456.5316528925382
550,Illinois,Pike,-153.5807295401014
303,Georgia,Catoosa,32735.565791523983
1937,New York,Nassau,180.8853423725136
1218,North Carolina,Wayne,735.1616122995665
177,Colorado,Garfield,146.95645018650384
1932,New York,Erie,174.63201623412033
1073,Nebraska,McPherson,141.8605268282745
1799,Utah,Sevier,2429.002953230543
123,Arkansas,Madison,-1193.4150478203387
1056,Nebraska,Hayes,355.6475291710876
957,Missouri,LaClede,962.9154727408509
438,Georgia,Worth,3799.3794043217877
834,Mississippi,Chickasaw,1196.4064620541453
1290,Ohio,Preble,3906.7127522857354
163,Colorado,Cheyenne,3072.8485617319257
1085,Nebraska,Polk,-67.21392320463428
833,Mississippi,Carroll,10385.283951587659
869,Mississippi,Marion,6417.320643563327
1118,Nevada,Mineral,-991.3988451751889
854,Mississippi,Jackson,3207.032573193415
1121,Nevada,Storey,81.3232749263143
1520,Tennessee,Warren,354.3894830874042
1745,Texas,Taylor,348.1926180582104
1471,Tennessee,Henry,1301.8874511059794
587,Iowa,Buena Vista,56191.522233614975
1489,Tennessee,Maury,3726.4849873158346
368,Georgia,Liberty,-187.6572439366405
104,Arkansas,Fulton,300.7716544485161
1212,North Carolina,Union,8040.461174000438
1571,Texas,Colorado,2108.77486041997
665,Iowa,Wapello,2412.315842676517
1154,North Carolina,Durham,-924.6432819875668
1221,North Carolina,Yadkin,-753.62618178305
1026,Nebraska,Cass,547.7870968136644
1545,Texas,Bowie,-316.526948839301
1381,Oklahoma,Tulsa,1092.96565850442
1108,Nevada,Churchill,870.2707116173056
1240,Ohio,Cuyahoga,2507.1552093433165
1628,Texas,Hartley,793.1808982137591
318,Georgia,Coweta,1759.9693942708727
1289,Ohio,Portage,2070.7119409445686
630,Iowa,Keokuk,2534.6949336945
604,Iowa,Delaware,4888.0997624494885
859,Mississippi,Lafayette,33940.636818454805
228,Florida,Collier,164.55322239187353
608,Iowa,Emmet,4120.248481406974
1096,Nebraska,Sioux,-1612.5376184674737
549,Illinois,Piatt,327.321006383288
429,Georgia,Washington,-1372.3954504239014
1594,Texas,Ector,1152.9289343076894
954,Missouri,Jefferson,408.20097153350525
1421,South Carolina,McCormick,-660.3462603597764
997,Missouri,Schuyler,13806.75367652114
698,Louisiana,Jackson,82174.84923632343
1033,Nebraska,Cuming,-2525.8276914264175
1840,Virginia,Craig,-19.543570067812198
116,Arkansas,Lafayette,2325.386880993372
1682,Texas,Matagorda,-483.47420007488745
407,Georgia,Stewart,-49.88338496531287
591,Iowa,Cass,740.4022280671243
922,Missouri,Carroll,-129.2198266767191
348,Georgia,Hall,2242.085902384653
686,Louisiana,Cameron,-283.08161470253253
966,Missouri,Maries,3972.7292425634014
673,Iowa,Worth,595.6799362745114
178,Colorado,Gilpin,4119.070493327448
695,Louisiana,Grant,776.8848535274992
1850,Virginia,Franklin,783.4338451944041
611,Iowa,Franklin,1820.5010868732656
1491,Tennessee,McNairy,1774.6821359082346
807,Michigan,Oakland,3451.7560516338826
720,Louisiana,Vernon,1092.7054029703095
1575,Texas,Cooke,4016.293098332484
225,Florida,Charlotte,1187.4789211191605
1198,North Carolina,Randolph,1628.8845743818956
