SN,STATE,COUNTY,VOTES
1198,Ohio,Fairfield,10637.63246
1199,Ohio,Fayette,6763.958425
1200,Ohio,Franklin,12529.69323
1201,Ohio,Fulton,11927.15783
1202,Ohio,Gallia,10768.92586
1203,Ohio,Geauga,15727.65735
1204,Ohio,Greene,9138.14454
1205,Ohio,Guernsey,10159.16367
1206,Ohio,Hamilton,9392.755869
1207,Ohio,Hancock,8183.194115
1208,Ohio,Hardin,27752.23614
1209,Ohio,Harrison,9022.732232
1210,Ohio,Henry,65054.83455
1211,Ohio,Highland,10156.39263
1212,Ohio,Hocking,11024.88223
1213,Ohio,Holmes,8360.105803
1214,Ohio,Huron,45914.03334
1215,Ohio,Jackson,8068.206189
1216,Ohio,Jefferson,8658.442044
1217,Ohio,Knox,9504.254504
1218,Ohio,Lake,7992.322635
1219,Ohio,Lawrence,8708.257164
1220,Ohio,Licking,8386.798423
1221,Ohio,Logan,7307.334177
1222,Ohio,Lorain,7087.955674
1223,Ohio,Lucas,9887.822611
1224,Ohio,Madison,11891.28344
1225,Ohio,Mahoning,9469.000531
1226,Ohio,Marion,10542.72273
1227,Ohio,Medina,10258.11486
1228,Ohio,Meigs,18184.6451
1229,Ohio,Mercer,9412.507581
1230,Ohio,Miami,8707.209763
1231,Ohio,Monroe,7760.059693
1232,Ohio,Montgomery,7291.551525
1233,Ohio,Morgan,9155.015573
1234,Ohio,Morrow,6783.717931
1235,Ohio,Muskingum,5578.724453
1236,Ohio,Noble,13753.82194
1237,Ohio,Ottawa,10055.82319
1238,Ohio,Paulding,8770.895357
1239,Ohio,Perry,8087.135814
1240,Ohio,Pickaway,6840.564941
1241,Ohio,Pike,14790.96588
1242,Ohio,Portage,10142.23325
1243,Ohio,Preble,25479.36146
1244,Ohio,Putnam,7903.580834
1245,Ohio,Richland,11331.86245
1246,Ohio,Ross,10286.57822
1247,Ohio,Sandusky,13187.92281
1248,Ohio,Scioto,10989.73436
1249,Ohio,Seneca,8808.053163
1250,Ohio,Shelby,7963.885622
1251,Ohio,Stark,7937.988874
1252,Ohio,Summit,6259.249637
1253,Ohio,Trumbull,9452.400687
1254,Ohio,Tuscarawas,11033.49886
1255,Ohio,Union,7090.824428
1256,Ohio,Van Wert,9029.42378
1257,Ohio,Vinton,22649.33875
1258,Ohio,Warren,8265.973541
1259,Ohio,Washington,8540.999792
1260,Ohio,Wayne,7892.734307
1261,Ohio,Williams,8454.054399
1262,Ohio,Wood,7391.876728
1263,Ohio,Wyandot,8563.791349
1264,Oklahoma,Adair,7982.591996
1265,Oklahoma,Alfalfa,10939.51839
1266,Oklahoma,Atoka,9932.33357
1267,Oklahoma,Beaver,7161.912056
1268,Oklahoma,Beckham,13500.02867
1269,Oklahoma,Blaine,9198.892089
1270,Oklahoma,Bryan,17576.22735
1271,Oklahoma,Caddo,7192.33704
1272,Oklahoma,Canadian,10896.20199
1273,Oklahoma,Carter,9056.136085
1274,Oklahoma,Cherokee,7925.586741
1275,Oklahoma,Choctaw,11099.53038
1276,Oklahoma,Cimarron,9393.160995
1277,Oklahoma,Cleveland,8539.198727
1278,Oklahoma,Coal,8878.573877
1279,Oklahoma,Comanche,9464.71829
1280,Oklahoma,Cotton,9723.099258
1281,Oklahoma,Craig,6950.13458
1282,Oklahoma,Creek,24401.24959
1283,Oklahoma,Custer,8940.655151
1284,Oklahoma,Delaware,9953.644787
1285,Oklahoma,Dewey,8674.322605
1286,Oklahoma,Ellis,12609.07261
1287,Oklahoma,Garfield,42626.89228
1288,Oklahoma,Garvin,8178.357078
1289,Oklahoma,Grady,9503.950383
1290,Oklahoma,Grant,15425.23657
1291,Oklahoma,Greer,7339.066391
1292,Oklahoma,Harmon,34400.55043
1293,Oklahoma,Harper,9567.455468
1294,Oklahoma,Haskell,8025.007077
1295,Oklahoma,Hughes,8057.932588
1296,Oklahoma,Jackson,8757.501691
1297,Oklahoma,Jefferson,7073.85654
1298,Oklahoma,Johnston,11906.97956
1299,Oklahoma,Kay,8813.098487
1300,Oklahoma,Kingfisher,9201.558755
1301,Oklahoma,Kiowa,13408.06873
1302,Oklahoma,Latimer,9708.363351
1303,Oklahoma,Lincoln,10619.91145
1304,Oklahoma,Logan,11045.76029
1305,Oklahoma,Love,8775.72433
1306,Oklahoma,Major,8117.002831
1307,Oklahoma,Marshall,9148.212068
1308,Oklahoma,Mayes,9826.219371
1309,Oklahoma,McClain,8022.385667
1310,Oklahoma,McCurtain,9092.681108
1311,Oklahoma,McIntosh,10611.17179
1312,Oklahoma,Murray,12143.01948
1313,Oklahoma,Muskogee,9502.624724
1314,Oklahoma,Noble,10472.46934
1315,Oklahoma,Nowata,11925.88831
1316,Oklahoma,Okfuskee,15337.84943
1317,Oklahoma,Oklahoma,8786.356
1318,Oklahoma,Okmulgee,7479.383248
1319,Oklahoma,Osage,141457.4242
1320,Oklahoma,Ottawa,8083.68972
1321,Oklahoma,Pawnee,8692.357158
1322,Oklahoma,Payne,15784.2888
1323,Oklahoma,Pittsburg,9872.388855
1324,Oklahoma,Pontotoc,9655.314891
1325,Oklahoma,Pottawatomie,9925.075727
1326,Oklahoma,Pushmataha,13077.2148
1327,Oklahoma,Roger Mills,7861.300874
1328,Oklahoma,Rogers,10467.57097
1329,Oklahoma,Seminole,6869.871767
1330,Oklahoma,Sequoyah,8434.722011
1331,Oklahoma,Stephens,9608.810603
1332,Oklahoma,Texas,9541.976606
1333,Oklahoma,Tillman,9266.127445
1334,Oklahoma,Tulsa,8256.289366
1335,Oklahoma,Wagoner,7012.114552
1336,Oklahoma,Washington,9559.992893
1337,Oklahoma,Washita,14019.92427
1338,Oklahoma,Woods,7514.349433
1339,Oklahoma,Woodward,11945.64542
1340,South Carolina,Abbeville,10162.9315
1341,South Carolina,Aiken,7435.873679
1342,South Carolina,Allendale,8132.709078
1343,South Carolina,Anderson,14125.82152
1344,South Carolina,Bamberg,74102.69625
1345,South Carolina,Barnwell,13439.40816
1346,South Carolina,Beaufort,13995.64019
1347,South Carolina,Berkeley,10416.72526
1348,South Carolina,Calhoun,9970.068285
1349,South Carolina,Charleston,6905.959614
1350,South Carolina,Cherokee,8539.221474
1351,South Carolina,Chester,8061.966435
1352,South Carolina,Chesterfield,11127.57623
1353,South Carolina,Clarendon,29233.06743
1354,South Carolina,Colleton,10806.43973
1355,South Carolina,Darlington,8126.114175
1356,South Carolina,Dillon,7933.858473
1357,South Carolina,Dorchester,10706.91444
1358,South Carolina,Edgefield,18416.94275
1359,South Carolina,Fairfield,7253.085819
1360,South Carolina,Florence,8506.163083
1361,South Carolina,Georgetown,14901.99084
1362,South Carolina,Greenville,9954.788267
1363,South Carolina,Greenwood,9929.242988
1364,South Carolina,Hampton,9807.366701
1365,South Carolina,Horry,11291.47206
1366,South Carolina,Jasper,9258.529703
1367,South Carolina,Kershaw,8864.792069
1368,South Carolina,Lancaster,13010.20143
1369,South Carolina,Laurens,9858.242892
1370,South Carolina,Lee,9387.922122
1371,South Carolina,Lexington,9864.713777
1372,South Carolina,Marion,9954.784842
1373,South Carolina,Marlboro,10023.08265
1374,South Carolina,McCormick,8812.998428
1375,South Carolina,Newberry,8057.97595
1376,South Carolina,Oconee,8040.931889
1377,South Carolina,Orangeburg,8474.522525
1378,South Carolina,Pickens,8106.910083
1379,South Carolina,Richland,9835.883658
1380,South Carolina,Saluda,12206.02913
1381,South Carolina,Spartanburg,10983.47969
1382,South Carolina,Sumter,7058.428597
1383,South Carolina,Union,9433.446193
1384,South Carolina,Williamsburg,9832.697428
1385,South Carolina,York,7176.995575
1386,Tennessee,Anderson,9245.103007
1387,Tennessee,Bedford,10126.34888
1388,Tennessee,Benton,7836.59754
1389,Tennessee,Bledsoe,9571.222003
1390,Tennessee,Blount,8778.619153
1391,Tennessee,Bradley,9243.033493
1392,Tennessee,Campbell,8732.695318
1393,Tennessee,Cannon,7704.903046
1394,Tennessee,Carroll,10064.34323
1395,Tennessee,Carter,17174.21019
1396,Tennessee,Cheatham,9923.504115
1397,Tennessee,Chester,10484.17987
1398,Tennessee,Claiborne,7818.939027
1399,Tennessee,Clay,7693.364671
1400,Tennessee,Cocke,8976.749696
1401,Tennessee,Coffee,9779.211945
1402,Tennessee,Crockett,10390.28245
1403,Tennessee,Cumberland,10636.28165
1404,Tennessee,Davidson,9832.717784
1405,Tennessee,Decatur,10237.66992
1406,Tennessee,Dickson,16517.27823
1407,Tennessee,Dyer,6626.26818
1408,Tennessee,Fayette,9621.014731
1409,Tennessee,Fentress,11282.41378
1410,Tennessee,Franklin,10119.07017
1411,Tennessee,Gibson,11362.90468
1412,Tennessee,Giles,7719.717481
1413,Tennessee,Grainger,6520.69964
1414,Tennessee,Greene,10257.87996
1415,Tennessee,Grundy,5621.19976
1416,Tennessee,Hamblen,7042.340429
1417,Tennessee,Hamilton,6450.0769
1418,Tennessee,Hancock,32889.90673
1419,Tennessee,Hardeman,9989.404059
1420,Tennessee,Hardin,10016.69915
1421,Tennessee,Hawkins,10381.66215
1422,Tennessee,Haywood,10854.50321
1423,Tennessee,Henderson,9313.520788
1424,Tennessee,Henry,9692.021011
1425,Tennessee,Hickman,9166.288536
1426,Tennessee,Houston,10765.25021
1427,Tennessee,Humphreys,8797.995326
1428,Tennessee,Jackson,33130.29644
1429,Tennessee,Jefferson,23258.66841
1430,Tennessee,Johnson,12626.93662
1431,Tennessee,Knox,25677.1009
1432,Tennessee,Lake,9397.817907
1433,Tennessee,Lauderdale,9432.253125
1434,Tennessee,Lawrence,8597.302073
1435,Tennessee,Lewis,6956.18129
1436,Tennessee,Lincoln,8049.836164
1437,Tennessee,Loudon,8540.910241
1438,Tennessee,Macon,8210.957317
1439,Tennessee,Madison,8535.189861
1440,Tennessee,Marion,8634.439103
1441,Tennessee,Marshall,13402.82467
1442,Tennessee,Maury,8222.764397
1443,Tennessee,McMinn,9582.952688
1444,Tennessee,McNairy,6943.423644
1445,Tennessee,Meigs,7428.712039
1446,Tennessee,Monroe,9593.755473
1447,Tennessee,Montgomery,11185.31445
1448,Tennessee,Moore,7702.295551
1449,Tennessee,Morgan,9093.498911
1450,Tennessee,Obion,38135.04952
1451,Tennessee,Overton,12049.02434
1452,Tennessee,Perry,8366.844439
1453,Tennessee,Pickett,9746.875068
1454,Tennessee,Polk,9301.591719
1455,Tennessee,Putnam,13468.97325
1456,Tennessee,Rhea,10002.47988
1457,Tennessee,Roane,15319.93229
1458,Tennessee,Robertson,8875.081911
1459,Tennessee,Rutherford,8052.10018
1460,Tennessee,Scott,10815.16467
1461,Tennessee,Sequatchie,18798.26506
1462,Tennessee,Sevier,8467.396508
1463,Tennessee,Shelby,16559.46536
1464,Tennessee,Smith,9316.366729
1465,Tennessee,Stewart,7776.262689
1466,Tennessee,Sullivan,9416.144581
1467,Tennessee,Sumner,10955.29075
1468,Tennessee,Tipton,9793.123316
1469,Tennessee,Trousdale,7681.028055
1470,Tennessee,Unicoi,16839.84076
1471,Tennessee,Union,5976.099626
1472,Tennessee,Van Buren,8457.998462
1473,Tennessee,Warren,16352.55218
1474,Tennessee,Washington,47368.25323
1475,Tennessee,Wayne,9616.575348
1476,Tennessee,Weakley,9235.208164
1477,Tennessee,White,6993.919507
1478,Tennessee,Williamson,15171.42817
1479,Tennessee,Wilson,10130.16069
1480,Texas,Anderson,8593.260502
1481,Texas,Andrews,11003.92583
1482,Texas,Angelina,4454.143044
1483,Texas,Aransas,8089.853673
1484,Texas,Archer,11273.99677
1485,Texas,Armstrong,12193.57995
1486,Texas,Atascosa,10437.89022
1487,Texas,Austin,9239.80148
1488,Texas,Bailey,7221.746535
1489,Texas,Bandera,9072.493529
1490,Texas,Bastrop,7668.643815
1491,Texas,Baylor,10582.70296
1492,Texas,Bee,7629.654177
1493,Texas,Bell,9769.007649
1494,Texas,Bexar,6579.935836
1495,Texas,Blanco,4826.524997
1496,Texas,Borden,9766.721494
1497,Texas,Bosque,8976.154521
1498,Texas,Bowie,11849.47978
1499,Texas,Brazoria,10515.55724
1500,Texas,Brazos,7851.364848
1501,Texas,Brewster,8938.338287
1502,Texas,Briscoe,9770.930851
1503,Texas,Brooks,9294.374391
1504,Texas,Brown,9830.620403
1505,Texas,Burleson,9431.958807
1506,Texas,Burnet,8717.283578
1507,Texas,Caldwell,8740.731113
1508,Texas,Calhoun,13372.74071
1509,Texas,Callahan,6481.52734
1510,Texas,Cameron,12588.43743
1511,Texas,Camp,10847.57343
1512,Texas,Carson,0
1513,Texas,Cass,7844.036969
1514,Texas,Castro,10091.33648
1515,Texas,Chambers,7729.925443
1516,Texas,Cherokee,9780.045223
1517,Texas,Childress,9283.788247
1518,Texas,Clay,8295.5108
1519,Texas,Cochran,9182.77304
1520,Texas,Coke,12219.84792
1521,Texas,Coleman,8087.058592
1522,Texas,Collin,10398.03122
1523,Texas,Collingsworth,10261.567
1524,Texas,Colorado,9879.25082
1525,Texas,Comal,6939.449405
1526,Texas,Comanche,6847.669629
1527,Texas,Concho,9148.437526
1528,Texas,Cooke,9895.305923
1529,Texas,Coryell,9987.562462
1530,Texas,Cottle,10684.58835
1531,Texas,Crane,15255.17777
1532,Texas,Crockett,9859.203689
1533,Texas,Crosby,7851.23455
1534,Texas,Culberson,8423.585152
1535,Texas,Dallam,5509.509111
1536,Texas,Dallas,8849.453846
1537,Texas,Dawson,7102.248069
1538,Texas,Deaf Smith,10973.04315
1539,Texas,Delta,8507.797541
1540,Texas,Denton,7599.340375
1541,Texas,De Witt,10114.01309
1542,Texas,Dickens,32311.64444
1543,Texas,Dimmit,7426.366438
1544,Texas,Donley,9137.626933
1545,Texas,Duval,26601.01807
1546,Texas,Eastland,9491.479691
1547,Texas,Ector,8490.11502
1548,Texas,Edwards,10338.13774
1549,Texas,Ellis,10717.90376
1550,Texas,El Paso,15450.28381
1551,Texas,Erath,8151.590478
1552,Texas,Falls,7495.257122
1553,Texas,Fannin,23725.06968
1554,Texas,Fayette,16646.06779
1555,Texas,Fisher,7466.996363
1556,Texas,Floyd,9307.303442
1557,Texas,Foard,10349.31339
1558,Texas,Fort Bend,10148.62804
1559,Texas,Franklin,7623.654965
1560,Texas,Freestone,15499.57809
1561,Texas,Frio,7586.06596
1562,Texas,Gaines,9741.351012
1563,Texas,Garza,7415.711506
1564,Texas,Gillespie,6434.710916
1565,Texas,Glasscock,11024.25395
1566,Texas,Goliad,8801.14319
1567,Texas,Gonzales,8724.449975
1568,Texas,Gray,7744.7663
1569,Texas,Grayson,9758.865804
1570,Texas,Gregg,10096.00684
1571,Texas,Grimes,9238.514407
1572,Texas,Guadalupe,13888.42118
1573,Texas,Hale,8004.785006
1574,Texas,Hall,54698.61295
1575,Texas,Hamilton,11225.41754
1576,Texas,Hansford,9196.724269
1577,Texas,Hardeman,34344.5367
1578,Texas,Hardin,8964.409094
1579,Texas,Harris,8505.613849
1580,Texas,Harrison,8363.67945
1581,Texas,Hartley,11526.34309
1582,Texas,Haskell,9532.15776
1583,Texas,Hays,10137.72535
1584,Texas,Hemphill,7205.055478
1585,Texas,Henderson,6035.376367
1586,Texas,Hidalgo,8904.331648
1587,Texas,Hill,9604.856552
1588,Texas,Hockley,8709.681009
1589,Texas,Hood,9681.243684
1590,Texas,Hopkins,9872.984957
1591,Texas,Houston,24218.4642
1592,Texas,Howard,9430.898603
1593,Texas,Hudspeth,14087.8615
1594,Texas,Hunt,5536.536227
1595,Texas,Hutchinson,9022.233415
1596,Texas,Irion,8848.606784
1597,Texas,Jack,7739.777809
1598,Texas,Jackson,6818.3492
1599,Texas,Jasper,11154.53738
1600,Texas,Jeff Davis,9329.422072
1601,Texas,Jefferson,10593.12637
1602,Texas,Jim Hogg,7497.831522
1603,Texas,Jim Wells,8919.609676
1604,Texas,Johnson,28031.59963
1605,Texas,Jones,25638.90997
1606,Texas,Karnes,8764.959226
1607,Texas,Kaufman,9024.943944
1608,Texas,Kendall,9801.112697
1609,Texas,Kenedy,9252.099672
1610,Texas,Kent,10943.84405
1611,Texas,Kerr,14338.53273
1612,Texas,Kimble,9410.277008
1613,Texas,King,9866.563218
1614,Texas,Kinney,7907.368707
1615,Texas,Kleberg,16406.76842
1616,Texas,Knox,6973.984994
1617,Texas,Lamar,8591.706799
1618,Texas,Lamb,12290.87006
1619,Texas,Lampasas,6443.036391
1620,Texas,La Salle,13902.71383
1621,Texas,Lee,9637.192123
1622,Texas,Leon,7961.53095
1623,Texas,Liberty,8722.472249
1624,Texas,Limestone,9368.746059
1625,Texas,Lipscomb,10179.40543
1626,Texas,Live Oak,10668.37368
1627,Texas,Llano,8310.875023
1628,Texas,Loving,8911.958796
1629,Texas,Lubbock,7576.838468
1630,Texas,Lynn,9970.587817
1631,Texas,Madison,7488.812787
1632,Texas,Marion,9855.476706
1633,Texas,Martin,9613.733391
1634,Texas,Mason,9787.845506
1635,Texas,Matagorda,9972.182788
1636,Texas,Maverick,9657.265639
1637,Texas,McCulloch,8082.848022
1638,Texas,McLennan,10051.31523
1639,Texas,McMullen,55335.3071
1640,Texas,Medina,5981.270967
1641,Texas,Menard,7478.718155
1642,Texas,Midland,18314.34852
1643,Texas,Milam,8440.834681
1644,Texas,Mills,7862.758849
1645,Texas,Mitchell,9629.807009
1646,Texas,Montague,34066.43428
1647,Texas,Montgomery,7579.24758
1648,Texas,Moore,8292.474287
1649,Texas,Morris,7950.533823
1650,Texas,Motley,8477.002474
1651,Texas,Nacogdoches,8403.626144
1652,Texas,Navarro,9401.454949
1653,Texas,Newton,10870.89099
1654,Texas,Nolan,7842.233713
1655,Texas,Nueces,19757.77943
1656,Texas,Ochiltree,8169.683348
1657,Texas,Oldham,10496.8763
1658,Texas,Orange,9452.020403
1659,Texas,Palo Pinto,9403.446694
1660,Texas,Panola,10047.39294
1661,Texas,Parker,11134.77114
1662,Texas,Parmer,9443.838263
1663,Texas,Pecos,8890.708455
1664,Texas,Polk,10557.52972
1665,Texas,Potter,10451.00672
1666,Texas,Presidio,9294.747628
1667,Texas,Rains,19782.43633
1668,Texas,Randall,6578.077829
1669,Texas,Reagan,16233.21315
1670,Texas,Real,11543.05639
1671,Texas,Red River,8226.617952
1672,Texas,Reeves,11107.02831
1673,Texas,Refugio,20096.56196
1674,Texas,Roberts,9313.218903
1675,Texas,Robertson,7716.724142
1676,Texas,Rockwall,8929.212577
1677,Texas,Runnels,8774.279071
1678,Texas,Rusk,10057.70992
1679,Texas,Sabine,7807.23059
1680,Texas,San Augustine,9987.508638
1681,Texas,San Jacinto,8585.779435
1682,Texas,San Patricio,8967.878291
1683,Texas,San Saba,26151.63423
1684,Texas,Schleicher,8036.305503
1685,Texas,Scurry,8432.819247
1686,Texas,Shackelford,17650.11243
1687,Texas,Shelby,10650.31127
1688,Texas,Sherman,10330.41665
1689,Texas,Smith,8630.384712
1690,Texas,Somervell,9034.224939
1691,Texas,Starr,10831.032
1692,Texas,Stephens,8819.777669
1693,Texas,Sterling,11848.11902
1694,Texas,Stonewall,38753.54082
1695,Texas,Sutton,9176.09631
1696,Texas,Swisher,14338.76719
1697,Texas,Tarrant,9969.017543
1698,Texas,Taylor,7923.067332
1699,Texas,Terrell,8908.991349
1700,Texas,Terry,12753.76901
1701,Texas,Throckmorton,7248.804549
1702,Texas,Titus,6632.056038
1703,Texas,Tom Green,10330.99588
1704,Texas,Travis,11952.12898
1705,Texas,Trinity,40272.9037
1706,Texas,Tyler,8026.029854
1707,Texas,Upshur,8930.143851
1708,Texas,Upton,23655.06717
1709,Texas,Uvalde,6367.992682
1710,Texas,Val Verde,14332.66993
1711,Texas,Van Zandt,8277.449624
1712,Texas,Victoria,9835.412084
1713,Texas,Walker,6438.187466
1714,Texas,Waller,7791.048215
1715,Texas,Ward,5644.45166
1716,Texas,Washington,10108.95373
1717,Texas,Webb,8745.930749
1718,Texas,Wharton,9939.651515
1719,Texas,Wheeler,18386.56817
1720,Texas,Wichita,9369.159107
1721,Texas,Wilbarger,18332.18213
1722,Texas,Willacy,10534.92896
1723,Texas,Williamson,14743.91246
1724,Texas,Wilson,8654.840248
1725,Texas,Winkler,11881.74081
1726,Texas,Wise,15111.65698
1727,Texas,Wood,8395.734545
1728,Texas,Yoakum,11242.89445
1729,Texas,Young,10072.5643
1730,Texas,Zapata,10620.29574
1731,Texas,Zavala,8252.537393
1732,Utah,Beaver,9819.576033
1733,Utah,Box Elder,9892.448361
1734,Utah,Cache,8499.259874
1735,Utah,Carbon,9678.559709
1736,Utah,Daggett,9599.666507
1737,Utah,Davis,6412.992401
1738,Utah,Duchesne,6843.362028
1739,Utah,Emery,11158.08977
1740,Utah,Garfield,8668.172496
1741,Utah,Grand,8693.628688
1742,Utah,Iron,11334.04394
1743,Utah,Juab,17504.6966
1744,Utah,Kane,7709.518974
1745,Utah,Millard,8490.542423
1746,Utah,Morgan,27380.0327
1747,Utah,Piute,8380.641217
1748,Utah,Rich,8162.647529
1749,Utah,Salt Lake,8990.150979
1750,Utah,San Juan,75562.45124
1751,Utah,Sanpete,7900.39908
1752,Utah,Sevier,12648.31989
1753,Utah,Summit,13037.84167
1754,Utah,Tooele,11004.5915
1755,Utah,Uintah,10050.03448
1756,Utah,Utah,16948.02274
1757,Utah,Wasatch,10036.17458
1758,Utah,Washington,10360.6881
1759,Utah,Wayne,11853.28605
1760,Utah,Weber,10176.36251
1761,Vermont,Addison,8007.743036
1762,Vermont,Bennington,11039.11536
1763,Vermont,Chittenden,11049.19092
1764,Vermont,Essex,10542.42694
1765,Vermont,Franklin,9233.063617
1766,Vermont,Grand Isle,7490.139931
1767,Vermont,Orange,8777.230798
1768,Vermont,Rutland,9668.055563
1769,Vermont,Washington,8545.750423
1770,Vermont,Windham,7970.762646
1771,Vermont,Windsor,9970.738524
1772,Virginia,Albemarle,9239.411072
1773,Virginia,Alleghany,11411.61282
1774,Virginia,Amelia,9527.332611
1775,Virginia,Amherst,9061.499421
1776,Virginia,Appomattox,9683.687073
1777,Virginia,Arlington,25674.62193
1778,Virginia,Augusta,13176.24568
1779,Virginia,Bath,9764.565566
1780,Virginia,Bedford,11635.53736
1781,Virginia,Bland,8669.541962
1782,Virginia,Botetourt,8824.250992
1783,Virginia,Brunswick,7681.284842
1784,Virginia,Buchanan,7888.864364
1785,Virginia,Buckingham,10234.18915
1786,Virginia,Campbell,9369.995107
1787,Virginia,Caroline,8713.392572
1788,Virginia,Carroll,8506.65298
1789,Virginia,Charles City,9995.887727
1790,Virginia,Charlotte,7246.412923
1791,Virginia,Chesterfield,8954.938072
1792,Virginia,Clarke,10150.18388
1793,Virginia,Craig,11877.25395
1794,Virginia,Culpeper,10277.49791
1795,Virginia,Cumberland,9060.437666
1796,Virginia,Dickenson,13310.91345
1797,Virginia,Dinwiddie,8872.672245
1798,Virginia,Essex,9113.383232
1799,Virginia,Fairfax,11283.60751
1800,Virginia,Fauquier,12105.23395
1801,Virginia,Floyd,7238.239749
1802,Virginia,Fluvanna,9120.134815
1803,Virginia,Franklin,9882.913452
1804,Virginia,Frederick,12188.69223
1805,Virginia,Giles,12837.54558
1806,Virginia,Gloucester,12024.34829
1807,Virginia,Goochland,10098.57934
1808,Virginia,Grayson,10549.06844
1809,Virginia,Greene,15379.68883
1810,Virginia,Greensville,45401.88992
1811,Virginia,Halifax,8112.206334
1812,Virginia,Hampton,8322.15296
1813,Virginia,Hanover,9836.504971
1814,Virginia,Henrico,9841.525917
1815,Virginia,Henry,8093.191048
1816,Virginia,Highland,8933.307381
1817,Virginia,Isle of Wight,8951.299002
1818,Virginia,James City,5936.531694
1819,Virginia,King and Queen,12898.16599
1820,Virginia,King George,13310.57104
1821,Virginia,King William,8942.131018
1822,Virginia,Lancaster,13218.18304
1823,Virginia,Lee,11637.62615
1824,Virginia,Loudoun,10691.07115
1825,Virginia,Louisa,8787.489358
1826,Virginia,Lunenburg,9187.665674
1827,Virginia,Madison,11833.57795
1828,Virginia,Mathews,8947.470256
1829,Virginia,Mecklenburg,7017.328845
1830,Virginia,Middlesex,6908.137281
1831,Virginia,Montgomery,9073.036374
1832,Virginia,Nelson,10491.79603
1833,Virginia,New Kent,5811.635594
1834,Virginia,Newport News,9399.430976
1835,Virginia,Norfolk,8204.630972
1836,Virginia,Northampton,7075.320466
1837,Virginia,Northumberland,8119.22121
1838,Virginia,Nottoway,14380.88111
1839,Virginia,Orange,7978.345958
1840,Virginia,Page,7702.638789
1841,Virginia,Patrick,8462.828372
1842,Virginia,Pittsylvania,10297.46515
1843,Virginia,Powhatan,8813.078164
1844,Virginia,Prince Edward,7706.790686
1845,Virginia,Prince George,7106.479258
1846,Virginia,Prince William,13807.26786
1847,Virginia,Pulaski,9859.981983
1848,Virginia,Rappahannock,7376.739947
1849,Virginia,Richmond,10831.89752
1850,Virginia,Roanoke,6694.03559
1851,Virginia,Rockbridge,8586.723415
1852,Virginia,Rockingham,10077.31004
1853,Virginia,Russell,11985.76844
1854,Virginia,Scott,9971.267751
1855,Virginia,Shenandoah,10709.4453
1856,Virginia,Smyth,12062.47032
1857,Virginia,Southampton,11672.27264
1858,Virginia,Spotsylvania,9687.359357
1859,Virginia,Stafford,9439.110172
1860,Virginia,Suffolk,8108.191813
1861,Virginia,Surry,7924.750034
1862,Virginia,Sussex,9822.089685
1863,Virginia,Tazewell,22900.6475
1864,Virginia,Virginia Beach,8070.142506
1865,Virginia,Warren,11721.9509
1866,Virginia,Washington,15686.05714
1867,Virginia,Westmoreland,12969.22368
1868,Virginia,Wise,7844.534121
1869,Virginia,Wythe,9218.6404
1870,Virginia,York,10103.04201
1871,New Hampshire,Belknap,9002.45289
1872,New Hampshire,Carroll,8510.488266
1873,New Hampshire,Cheshire,12006.45291
1874,New Hampshire,Coos,29314.54339
1875,New Hampshire,Grafton,8559.598651
1876,New Hampshire,Hillsborough,23865.25873
1877,New Hampshire,Merrimack,35651.60348
1878,New Hampshire,Rockingham,9284.440024
1879,New Hampshire,Strafford,9870.624218
1880,New Hampshire,Sullivan,10342.39018
1881,New York,Albany,6123.294718
1882,New York,Bronx,10350.19172
1883,New York,Cayuga,8125.279391
1884,New York,Clinton,10942.45931
1885,New York,Erie,7890.927306
1886,New York,Essex,9391.233485
1887,New York,Franklin,7981.034132
1888,New York,Jefferson,9187.226851
1889,New York,Monroe,5339.743783
1890,New York,Nassau,9149.765134
1891,New York,Queens,10991.94229
1892,New York,Suffolk,6975.971263
