,0,1,2
168,Florida,Escambia,1891.2599173636631
1005,Missouri,Lawrence,7963.838123135074
1122,North Carolina,Hoke,1598.2587238258586
1606,Texas,Karnes,1765.5918990035025
673,Kentucky,Laurel,1819.6295679837667
504,Illinois,Warren,2073.3408993978337
1582,Texas,Haskell,2138.0993151397997
1111,North Carolina,Gaston,1721.6428885803873
1510,Texas,Cameron,2185.332520358857
1698,Texas,Taylor,1637.4048862459783
1615,Texas,Kleberg,1744.8582658209943
679,Kentucky,Lincoln,1658.8269417220797
749,Louisiana,Evangeline,2173.8372007768266
188,Florida,Leon,8074.906779677502
377,Idaho,Bannock,1685.1818413365127
1599,Texas,Jasper,3231.3885746744227
1549,Texas,Ellis,1720.6587950812377
156,Florida,Bay,3991.1232453841367
1773,Virginia,Alleghany,52250.374457407976
1769,Vermont,Washington,1714.5731438869748
798,Michigan,Barry,1904.0298743307358
1665,Texas,Potter,8480.705168275877
1008,Missouri,Linn,1673.257116553568
1788,Virginia,Carroll,1730.019184592814
1732,Utah,Beaver,1653.0378201970454
943,Mississippi,Walthall,3869.5247429969977
1539,Texas,Delta,1566.588621704354
278,Georgia,Glynn,34191.95043973556
1556,Texas,Floyd,1937.3652014640088
885,Mississippi,Coahoma,1609.3591099516118
720,Kentucky,Todd,2043.0307912473706
1004,Missouri,Lafayette,5791.881004832709
1508,Texas,Calhoun,4220.24169006123
1749,Utah,Salt Lake,1686.9294359039807
1226,Ohio,Marion,1708.7964061012533
70,Arizona,Greenlee,7903.10290114276
836,Michigan,Lenawee,2457.3348144520123
1775,Virginia,Amherst,14674.271369014406
1621,Texas,Lee,1778.1922160892134
465,Illinois,Logan,1682.9802836094846
1876,New Hampshire,Hillsborough,1585.5591121178024
1424,Tennessee,Henry,2455.6389854374465
577,Iowa,Mills,2200.1108725751465
806,Michigan,Cheboygan,2086.734433784758
445,Illinois,Grundy,1660.2738905473254
598,Iowa,Taylor,2150.6460249347087
773,Louisiana,Terrebonne,1571.3604459688638
1590,Texas,Hopkins,1937.6905678167282
622,Kentucky,Bracken,2757.9800195094726
1338,Oklahoma,Woods,4241.678744958827
521,Iowa,Bremer,1884.376902198791
1138,North Carolina,Moore,1592.3887393593218
658,Kentucky,Harlan,1643.8713178920664
1778,Virginia,Augusta,1875.6706206573858
1088,North Carolina,Burke,1861.283013796726
1112,North Carolina,Gates,4097.291021092143
1623,Texas,Liberty,2021.9443462200438
360,Georgia,Upson,2007.6335301089966
30,Alabama,Greene,1744.6390698543053
1375,South Carolina,Newberry,1586.8883609977115
854,Michigan,Oceana,1669.668776760393
1837,Virginia,Northumberland,1816.0695637993817
1864,Virginia,Virginia Beach,1952.4668286686717
948,Mississippi,Wilkinson,1845.8204087325098
111,Arkansas,Independence,7930.8820901099425
642,Kentucky,Elliott,1571.6919949364997
29,Alabama,Geneva,1874.8270406775425
1044,Missouri,Scotland,1818.0708944960088
514,Iowa,Adams,2402.5776913456166
1771,Vermont,Windsor,1650.6146283543214
870,Michigan,Wayne,1680.5132651404313
693,Kentucky,Menifee,2210.107846138789
993,Missouri,Hickory,1571.0093661697808
1491,Texas,Baylor,2095.67273103351
1129,North Carolina,Lenoir,1762.497033871731
1745,Utah,Millard,1700.4966523972182
1260,Ohio,Wayne,1956.333895099912
248,Georgia,Clinch,4152.235733802068
568,Iowa,Lee,1699.975939544654
271,Georgia,Fayette,1581.6489072744546
604,Iowa,Wayne,1722.2639724741762
859,Michigan,Otsego,15520.17381643675
457,Illinois,Kane,1572.3486446537195
1359,South Carolina,Fairfield,1573.8730348471875
1870,Virginia,York,2910.991621613568
800,Michigan,Benzie,1972.7196699689437
786,Massachusetts,Hampden,3333.804443683759
739,Louisiana,Caddo,1591.1592385411395
1728,Texas,Yoakum,1767.2653780681133
220,Georgia,Baker,1584.0555785376362
180,Florida,Hillsborough,1700.0078709475856
1495,Texas,Blanco,1908.2779214194375
874,Mississippi,Amite,1655.9677291511027
85,Arkansas,Bradley,4161.677040246535
58,Alabama,Talladega,1882.8363121090224
780,Louisiana,West Carroll,1577.5191699463624
328,Georgia,Pierce,1649.4805810354844
838,Michigan,Luce,2077.601479930877
130,Arkansas,Newton,14620.023878784441
884,Mississippi,Clay,3114.489806729376
895,Mississippi,Hinds,1876.3180746411858
1836,Virginia,Northampton,1595.5386740274869
1371,South Carolina,Lexington,1933.735135891674
1810,Virginia,Greensville,3033.441930186861
784,Massachusetts,Essex,1797.5948569918207
510,Illinois,Williamson,2003.9904917922001
331,Georgia,Pulaski,1743.440934760888
1051,Missouri,Taney,5881.011555326941
974,Missouri,Clark,12555.414452258005
536,Iowa,Crawford,1592.2815140917928
1557,Texas,Foard,2126.9895451304496
232,Georgia,Bulloch,2002.4335638909524
1395,Tennessee,Carter,1615.501116709688
619,Kentucky,Bourbon,1782.763606107389
967,Missouri,Cape Girardeau,1817.13274706335
1638,Texas,McLennan,1594.7047931421394
1349,South Carolina,Charleston,1603.478083421711
1838,Virginia,Nottoway,2205.2137955334674
1171,North Carolina,Wayne,4647.03838537545
979,Missouri,Crawford,32919.147891798646
300,Georgia,Lamar,1890.4872859813006
776,Louisiana,Vernon,1716.9850339911889
1264,Oklahoma,Adair,1759.2445565490666
1050,Missouri,Sullivan,1802.075960515146
269,Georgia,Evans,1723.821822404293
467,Illinois,Macoupin,6078.301573872344
1032,Missouri,Pike,1588.5779255723812
944,Mississippi,Warren,1685.2065947653575
1754,Utah,Tooele,1673.9844911355874
132,Arkansas,Perry,1993.2668127349264
1892,New York,Suffolk,1765.2466237574417
1362,South Carolina,Greenville,1701.3234549845638
1730,Texas,Zapata,2510.7256409986167
1131,North Carolina,Macon,4624.946043380054
1680,Texas,San Augustine,4110.939357871395
946,Mississippi,Wayne,1931.2881677381595
1163,North Carolina,Transylvania,3257.194403040798
462,Illinois,Lawrence,4481.505274991021
627,Kentucky,Caldwell,1811.9882436682526
1555,Texas,Fisher,1647.806464003774
890,Mississippi,George,1993.1651997305482
1446,Tennessee,Monroe,1785.3862636267907
1551,Texas,Erath,1714.8876270408366
1786,Virginia,Campbell,1626.5630486071525
1721,Texas,Wilbarger,1718.7427540642477
763,Louisiana,Orleans,1620.4045148035627
1694,Texas,Stonewall,1601.5935782200422
1742,Utah,Iron,1799.6035069577401
266,Georgia,Effingham,2962.882868886818
1448,Tennessee,Moore,1763.0756308452599
807,Michigan,Chippewa,1564.9028167248491
664,Kentucky,Hopkins,1605.8344864148598
1263,Ohio,Wyandot,2717.7561704652526
823,Michigan,Ingham,2503.4688218453125
371,Georgia,Wilcox,1855.1166503085406
259,Georgia,Decatur,1963.7155275892799
792,Michigan,Alger,1709.3589870215637
960,Missouri,Bollinger,1717.9587816805602
411,Idaho,Payette,1705.2684570383856
1843,Virginia,Powhatan,1579.4916540853083
1849,Virginia,Richmond,1856.236128217487
1290,Oklahoma,Grant,1659.152189057532
196,Florida,Monroe,1573.49753820891
1160,North Carolina,Stokes,3181.7681802154975
1605,Texas,Jones,1673.4572003483975
1868,Virginia,Wise,7701.135348020021
1634,Texas,Mason,1673.5154348021983
889,Mississippi,Franklin,17148.6472780889
189,Florida,Levy,1730.1152534997734
1473,Tennessee,Warren,1604.2638580924547
726,Kentucky,Wayne,2679.0541521979885
1655,Texas,Nueces,2230.924012415854
775,Louisiana,Vermilion,1656.8739786230708
1150,North Carolina,Polk,16977.561176886913
1793,Virginia,Craig,1993.4944562197934
202,Florida,Pasco,2394.5654658568474
1847,Virginia,Pulaski,2553.595612396215
878,Mississippi,Calhoun,1633.1491473222536
236,Georgia,Camden,1609.057718408277
714,Kentucky,Russell,1568.853211108851
909,Mississippi,Leake,1769.102493639791
1720,Texas,Wichita,1960.359109266079
1136,North Carolina,Mitchell,4216.073803960765
524,Iowa,Butler,1854.8883505877686
1034,Missouri,Polk,1579.4671288539298
945,Mississippi,Washington,1807.4186918748492
497,Illinois,Shelby,1620.521506386237
1888,New York,Jefferson,1664.9703920994868
1614,Texas,Kinney,1794.4257554337194
1124,North Carolina,Iredell,1586.5028709557996
1755,Utah,Uintah,1591.8921225117722
917,Mississippi,Monroe,1819.4522753778901
1610,Texas,Kent,1813.438380075947
1514,Texas,Castro,1575.3369299320475
1681,Texas,San Jacinto,1747.3145510130432
551,Iowa,Guthrie,1637.80300807459
1490,Texas,Bastrop,1842.9594215570264
1609,Texas,Kenedy,21458.94046427206
1188,Ohio,Clermont,1599.8043105321315
1874,New Hampshire,Coos,1568.6777221896061
1573,Texas,Hale,1648.2572156013684
179,Florida,Highlands,1800.9911802067438
1768,Vermont,Rutland,1621.1390185506739
677,Kentucky,Letcher,1598.0616245453025
294,Georgia,Jasper,1570.3538408271368
650,Kentucky,Garrard,1872.7285511386417
128,Arkansas,Montgomery,1592.3531938427284
1603,Texas,Jim Wells,1811.7062978757344
841,Michigan,Manistee,2188.768048284282
1535,Texas,Dallam,3629.438112452806
405,Idaho,Lincoln,1891.4178051254366
359,Georgia,Union,1685.0472758600267
1205,Ohio,Guernsey,1628.333829464299
1221,Ohio,Logan,2105.1101976051177
370,Georgia,Whitfield,2186.677276942014
1215,Ohio,Jackson,1749.4561374512507
1505,Texas,Burleson,1582.5166582886152
1456,Tennessee,Rhea,1731.7536608789944
1746,Utah,Morgan,1715.2012031204845
340,Georgia,Seminole,1566.8672523863604
1422,Tennessee,Haywood,7338.468978116676
61,Alabama,Walker,2048.3454276789184
834,Michigan,Lapeer,1878.8581238211475
505,Illinois,Washington,2058.008505691391
362,Georgia,Walton,4184.435872121453
618,Kentucky,Boone,1828.3421444655646
1152,North Carolina,Richmond,1578.560780940615
1414,Tennessee,Greene,6172.853260570082
575,Iowa,Marion,1942.2806051052276
592,Iowa,Sac,1691.4857374230132
988,Missouri,Gentry,1828.8193538523883
539,Iowa,Decatur,1562.9291431859738
34,Alabama,Jackson,1755.8321693120681
1545,Texas,Duval,3674.1845517824927
1062,Nevada,Clark,1599.8926059416383
1438,Tennessee,Macon,8102.139944412966
1057,Missouri,Webster,1924.5675682508395
572,Iowa,Lyon,3299.575080054981
1269,Oklahoma,Blaine,1664.6884747649563
543,Iowa,Dubuque,1563.2288368484863
615,Kentucky,Barren,1852.401908959152
1019,Missouri,Monroe,23532.90621816395
60,Alabama,Tuscaloosa,7963.895193367116
1604,Texas,Johnson,1889.3455850215014
494,Illinois,Sangamon,2084.9778175307483
620,Kentucky,Boyd,1888.012506886465
540,Iowa,Delaware,1688.7709018420107
794,Michigan,Alpena,1644.2511835597643
1716,Texas,Washington,1824.1757044796334
1270,Oklahoma,Bryan,4322.418850034319
837,Michigan,Livingston,1822.351222692841
1589,Texas,Hood,7705.506922071892
1194,Ohio,Darke,2443.394465465073
1565,Texas,Glasscock,1608.085604040792
18,Alabama,Coosa,1800.8920350192357
217,Georgia,Appling,2097.4918665145997
1827,Virginia,Madison,2323.716687512927
1387,Tennessee,Bedford,1699.2164168284176
1334,Oklahoma,Tulsa,1574.797355270839
1117,North Carolina,Halifax,1669.789407396683
1479,Tennessee,Wilson,2779.3436748952545
102,Arkansas,Faulkner,8729.427339387852
876,Mississippi,Benton,2628.3122121957795
1059,Missouri,Wright,2617.4163816398705
1321,Oklahoma,Pawnee,1619.2317855093575
55,Alabama,Russell,1578.0280959533638
1199,Ohio,Fayette,6815.356551848532
16,Alabama,Colbert,1591.082399605448
863,Michigan,Saginaw,2642.940001085566
1380,South Carolina,Saluda,1575.898213464171
588,Iowa,Polk,1715.5682949377765
695,Kentucky,Metcalfe,2096.152499433899
1706,Texas,Tyler,2106.9133907423175
1757,Utah,Wasatch,15026.764731109246
954,Missouri,Atchison,1580.869451281837
177,Florida,Hendry,1678.4297648494048
1831,Virginia,Montgomery,1849.9750305741557
812,Michigan,Dickinson,11810.009263887932
963,Missouri,Butler,2266.8256417250946
545,Iowa,Fayette,2084.885237165336
1143,North Carolina,Orange,1684.4502016165711
327,Georgia,Pickens,1637.553815411631
105,Arkansas,Garland,1959.7859480231402
659,Kentucky,Harrison,1583.7471698427948
279,Georgia,Gordon,11937.846904301456
1086,North Carolina,Brunswick,1566.9822404154731
1542,Texas,Dickens,2519.501777710596
163,Florida,Clay,1913.1617913609582
976,Missouri,Clinton,1674.8176618849814
1227,Ohio,Medina,2806.5996922509908
295,Georgia,Jeff Davis,1963.8257488329427
750,Louisiana,Franklin,1686.7798937558446
1504,Texas,Brown,3015.160586696496
372,Georgia,Wilkes,2133.14081527485
737,Louisiana,Bienville,1587.3689594574962
82,Arkansas,Baxter,1992.0087744845832
1289,Oklahoma,Grady,1568.7654554793578
398,Idaho,Gooding,3563.3246256292973
824,Michigan,Ionia,1931.3373415821823
1593,Texas,Hudspeth,1622.5486863241538
1538,Texas,Deaf Smith,2995.343677014457
173,Florida,Glades,1643.3183151755793
1807,Virginia,Goochland,4073.70837507364
1817,Virginia,Isle of Wight,1659.518606882173
1642,Texas,Midland,1771.9031713910242
26,Alabama,Etowah,2457.3530282471033
787,Massachusetts,Nantucket,1650.180055406636
158,Florida,Brevard,1837.0609065603408
590,Iowa,Poweshiek,1614.2854678127994
1502,Texas,Briscoe,1583.060199088737
869,Michigan,Washtenaw,12792.012090005801
351,Georgia,Thomas,1641.8738004732309
1126,North Carolina,Johnston,1599.487807448877
1311,Oklahoma,McIntosh,1787.1619114994553
193,Florida,Marion,1594.2162568169358
176,Florida,Hardee,1617.154867846571
1703,Texas,Tom Green,1576.8613954784764
901,Mississippi,Jasper,2042.393755936766
636,Kentucky,Clay,2683.332150069431
284,Georgia,Hall,1690.2413681104554
72,Arizona,Maricopa,1578.5218148592664
1803,Virginia,Franklin,2044.4969816661624
723,Kentucky,Union,1979.4717622258331
369,Georgia,White,2124.3135120801085
1054,Missouri,Warren,2984.861643022954
511,Illinois,Winnebago,14378.593043450797
1840,Virginia,Page,1597.9989500449635
1109,North Carolina,Forsyth,1850.527237233008
1184,Ohio,Butler,1949.7607842097077
1691,Texas,Starr,1719.5183805667762
69,Arizona,Graham,4483.073493917577
1106,North Carolina,Duplin,1687.7403326384415
928,Mississippi,Prentiss,1741.8524180642648
1210,Ohio,Henry,1586.9572383674954
1001,Missouri,Johnson,23210.256074798894
358,Georgia,Twiggs,1569.9888634098395
418,Illinois,Adams,9124.675741497078
247,Georgia,Clayton,1685.4610020843427
120,Arkansas,Little River,2022.5686480897293
1310,Oklahoma,McCurtain,1814.6513251764661
302,Georgia,Laurens,1574.2543002232755
515,Iowa,Allamakee,1981.1871656564554
883,Mississippi,Clarke,1672.0301009892194
1026,Missouri,Osage,1761.4940683107675
1309,Oklahoma,McClain,1728.676199794875
1391,Tennessee,Bradley,1605.859217174996
1726,Texas,Wise,2820.8546478811772
476,Illinois,Menard,9362.276682070698
33,Alabama,Houston,1584.3342344931204
1488,Texas,Bailey,1630.2636530820532
815,Michigan,Genesee,1581.3097880671035
893,Mississippi,Hancock,1639.8439330008869
623,Kentucky,Breathitt,1837.2640242279638
285,Georgia,Hancock,1639.3120387041747
1696,Texas,Swisher,1614.5354692164485
556,Iowa,Henry,1766.8450859720624
361,Georgia,Walker,1944.8332017994946
923,Mississippi,Panola,1806.7887315173316
919,Mississippi,Neshoba,1628.9376575100703
433,Illinois,Crawford,2094.335089007191
1809,Virginia,Greene,3267.6182001618945
1481,Texas,Andrews,2301.282538416337
15,Alabama,Coffee,1585.3661295941563
831,Michigan,Kent,1598.2926097342927
1509,Texas,Callahan,3527.999247038988
43,Alabama,Madison,1603.8789020066936
1179,Ohio,Ashtabula,1670.9639583474723
1159,North Carolina,Stanly,1634.3110695446107
84,Arkansas,Boone,2855.0995072232195
672,Kentucky,LaRue,1749.6940454881963
1855,Virginia,Shenandoah,1919.3249149361666
140,Arkansas,Randolph,1737.4128012294834
825,Michigan,Iosco,2307.1241073658152
864,Michigan,Sanilac,1572.9410301502342
795,Michigan,Antrim,1677.470893555811
995,Missouri,Howard,1617.5060015389488
122,Arkansas,Lonoke,2426.785782720832
1433,Tennessee,Lauderdale,1569.3723284094444
676,Kentucky,Leslie,11536.537638782502
844,Michigan,Mecosta,3190.550428531966
95,Arkansas,Craighead,1728.3468516884886
523,Iowa,Buena Vista,1609.4090469604598
1759,Utah,Wayne,1582.0092849223663
1009,Missouri,Livingston,1816.9537938801554
1850,Virginia,Roanoke,2063.9667077175845
715,Kentucky,Scott,2277.9412369985707
1219,Ohio,Lawrence,1589.8007860354542
562,Iowa,Jasper,1566.9498125500731
1602,Texas,Jim Hogg,1848.0454050829094
544,Iowa,Emmet,3463.3213910308205
748,Louisiana,East Feliciana,1577.1063486110097
1747,Utah,Piute,1602.577970660833
597,Iowa,Tama,1692.4021979604117
711,Kentucky,Robertson,1588.4040691595035
1182,Ohio,Belmont,2895.8149039634213
346,Georgia,Taliaferro,3331.1192034681967
1196,Ohio,Delaware,2564.833853846792
522,Iowa,Buchanan,1664.7130236984704
1404,Tennessee,Davidson,1738.1796825920662
1318,Oklahoma,Okmulgee,4879.793455465282
1276,Oklahoma,Cimarron,2183.2845160366414
1392,Tennessee,Campbell,1720.410934586344
1082,North Carolina,Avery,1747.904255711869
817,Michigan,Gogebic,1632.0981939952999
914,Mississippi,Madison,2196.383394605619
1751,Utah,Sanpete,1589.7393492463075
47,Alabama,Mobile,2281.4464918885524
1173,North Carolina,Wilson,1594.5572332152703
1567,Texas,Gonzales,30039.954679381597
1649,Texas,Morris,2011.6594213875464
669,Kentucky,Kenton,1886.284254971263
535,Iowa,Clinton,1708.6865236977956
1469,Tennessee,Trousdale,2007.8669705901166
1314,Oklahoma,Noble,1657.1744638749797
1496,Texas,Borden,4546.033265580409
1313,Oklahoma,Muskogee,31813.267151315966
605,Iowa,Webster,1602.2900401486202
1873,New Hampshire,Cheshire,2044.1258691892763
589,Iowa,Pottawattamie,1736.911013437389
880,Mississippi,Chickasaw,2116.3360681877907
594,Iowa,Shelby,1895.3806799035128
110,Arkansas,Howard,1582.8891303988928
1285,Oklahoma,Dewey,1680.9522317450544
1541,Texas,De Witt,1740.1000170315845
384,Idaho,Bonneville,1750.3802538007444
395,Idaho,Franklin,1838.9854065943935
1686,Texas,Shackelford,1707.057043336161
822,Michigan,Huron,1778.3606378440038
891,Mississippi,Greene,1964.3600828766453
66,Arizona,Cochise,1750.2382111779511
198,Florida,Okeechobee,1851.9606808373865
1588,Texas,Hockley,1592.1405211227172
253,Georgia,Cook,2095.2654963305986
489,Illinois,Putnam,1695.4763264376545
925,Mississippi,Perry,1777.165249134202
191,Florida,Madison,1695.832402676289
886,Mississippi,Copiah,26133.894240086676
1872,New Hampshire,Carroll,1614.372607372428
811,Michigan,Delta,2758.4295109345962
1407,Tennessee,Dyer,1658.1904849541863
1183,Ohio,Brown,2936.8712390795845
1141,North Carolina,Northampton,1743.2424526022699
674,Kentucky,Lawrence,2690.52862422806
237,Georgia,Candler,1564.8442867908052
153,Arkansas,Yell,1731.638843250991
1291,Oklahoma,Greer,1586.060022150447
1403,Tennessee,Cumberland,1674.634178432684
1158,North Carolina,Scotland,1640.4608680093224
997,Missouri,Iron,1574.0941924893216
493,Illinois,Saline,2049.939137194973
1273,Oklahoma,Carter,1626.443746420319
570,Iowa,Louisa,1590.970067017959
391,Idaho,Clark,2630.212596749874
350,Georgia,Terrell,2264.0927062144665
387,Idaho,Camas,3937.8925377904875
525,Iowa,Calhoun,2117.419448318213
1434,Tennessee,Lawrence,2847.0929360045093
1616,Texas,Knox,1587.5450531165166
1830,Virginia,Middlesex,1872.461662278773
628,Kentucky,Calloway,1634.2268325213258
246,Georgia,Clay,1568.668593076524
142,Arkansas,Scott,1902.683609542677
355,Georgia,Treutlen,1858.977355258456
1861,Virginia,Surry,1867.052456201292
212,Florida,Union,1975.128034347825
1791,Virginia,Chesterfield,1608.5023635070593
205,Florida,Putnam,1743.6027960730048
814,Michigan,Emmet,6000.022542848805
1692,Texas,Stephens,1598.9505616644972
366,Georgia,Wayne,1581.5517705622167
1839,Virginia,Orange,1930.7088929860806
1587,Texas,Hill,2774.530849071749
1191,Ohio,Coshocton,1577.2704436706074
479,Illinois,Montgomery,2202.8353823791495
252,Georgia,Columbia,15123.362581714979
1335,Oklahoma,Wagoner,1696.3333284692894
538,Iowa,Davis,1594.3298925935624
1405,Tennessee,Decatur,1642.4965850408144
1741,Utah,Grand,1606.908301698775
425,Illinois,Carroll,1734.782450464687
36,Alabama,Lamar,1571.2984697400786
435,Illinois,Douglas,2605.2589018096633
1797,Virginia,Dinwiddie,1846.5629855539646
992,Missouri,Henry,1579.079835558891
14,Alabama,Cleburne,2567.3983705988453
1043,Missouri,Schuyler,1564.3720422305892
389,Idaho,Caribou,1602.0775375996052
911,Mississippi,Leflore,1938.7147217397346
458,Illinois,Kankakee,5923.609354883292
717,Kentucky,Simpson,1602.0866877539052
1792,Virginia,Clarke,1675.1254198371694
297,Georgia,Jenkins,1569.7771158049065
1327,Oklahoma,Roger Mills,2113.4960312617686
1209,Ohio,Harrison,19695.288335864985
1548,Texas,Edwards,1606.1765157265024
4,Alabama,Blount,2004.7725141311228
444,Illinois,Greene,1923.3262318360125
1577,Texas,Hardeman,1673.2927914371517
264,Georgia,Early,6860.141453493379
1294,Oklahoma,Haskell,1602.4712858922285
1417,Tennessee,Hamilton,1814.5107827023648
614,Kentucky,Ballard,2017.2546810858848
1211,Ohio,Highland,1615.0399407443367
770,Louisiana,Sabine,1921.7818016242818
1197,Ohio,Erie,1954.496388126608
1570,Texas,Gregg,1858.2299236456674
