,0,1,2
827,Mississippi,Alcorn,8731.864905614595
1803,Utah,Utah,1691.6674999089705
1218,North Carolina,Wayne,1730.6622893215285
1527,Texas,Anderson,1690.3530523774489
1805,Utah,Washington,3090.744406211655
860,Mississippi,Lamar,1841.4757926453854
823,Michigan,Washtenaw,1548.9808129559108
544,Illinois,Morgan,1597.0703265195543
1894,Virginia,Pulaski,1622.3272341459383
154,Colorado,Adams,9823.445488976533
1047,Nebraska,Gage,1625.4494368488427
1844,Virginia,Dinwiddie,5735.689560069305
613,Iowa,Greene,8681.19922360275
44,Alabama,Marengo,1722.6514477896644
729,Maine,Hancock,2115.703718535815
487,Illinois,Bureau,1794.1070405594123
680,Louisiana,Beauregard,1601.2756594129385
1522,Tennessee,Wayne,1703.4877839622527
1104,Nebraska,Webster,1660.3440925053676
323,Georgia,Decatur,7912.387262057031
31,Alabama,Hale,1049.020174623458
1937,New York,Nassau,1614.4135284759684
983,Missouri,Perry,1521.3775033868696
1841,Virginia,Culpeper,2449.093150570916
1726,Texas,Sabine,5013.748884239313
77,Arizona,Santa Cruz,1664.4732094781727
402,Georgia,Schley,2587.529774388245
156,Colorado,Arapahoe,206.08749370236137
488,Illinois,Calhoun,2104.05167887623
1577,Texas,Cottle,1528.997094716196
375,Georgia,Marion,10463.106063978594
883,Mississippi,Quitman,1998.0625531696382
815,Michigan,Presque Isle,1596.173305441161
1065,Nebraska,Keya Paha,1719.983793300903
1194,North Carolina,Perquimans,5312.463246272658
473,Idaho,Oneida,25806.464585807244
448,Idaho,Bonneville,1556.8624098619325
1716,Texas,Reagan,3257.308403268024
1178,North Carolina,Macon,2574.7608818419712
753,Michigan,Bay,1586.5213893953608
1134,North Carolina,Buncombe,13939.215633692249
693,Louisiana,Evangeline,2552.7968323464274
725,Louisiana,West Feliciana,9243.070516694537
1714,Texas,Rains,1616.7494191661692
1829,Virginia,Botetourt,3524.6013702820883
1200,North Carolina,Robeson,2210.529918856323
381,Georgia,Monroe,1706.9730533899733
1752,Texas,Trinity,1702.9270443389262
1642,Texas,Hutchinson,1524.4930705668517
1025,Nebraska,Butler,4731.471722793305
444,Idaho,Bingham,1875.339711702943
164,Colorado,Clear Creek,2172.8177315050216
641,Iowa,Mills,17127.0046046554
507,Illinois,Gallatin,20498.683969373273
1358,Oklahoma,McIntosh,12152.992055196508
94,Arkansas,Conway,1576.1835810104021
887,Mississippi,Simpson,1732.653779705715
1197,North Carolina,Polk,2466.790707556562
669,Iowa,Webster,2964.8895014216328
1783,Utah,Daggett,2150.8996696695754
1111,Nevada,Elko,1705.8756487398282
1850,Virginia,Franklin,1694.158974064563
781,Michigan,Isabella,1660.3142731437013
248,Florida,Jefferson,9892.362905968985
1144,North Carolina,Chowan,3307.4316820094127
318,Georgia,Coweta,1959.1716695349182
1576,Texas,Coryell,2159.1007732306884
531,Illinois,Macoupin,2963.2191419030614
112,Arkansas,Izard,1584.7677907746277
766,Michigan,Dickinson,3178.05631396002
611,Iowa,Franklin,1714.5027778538172
555,Illinois,Richland,3015.4232468169903
1286,Ohio,Perry,9315.734054341228
557,Illinois,Saline,1838.8734594560642
734,Maine,Waldo,1774.9006454420703
1360,Oklahoma,Muskogee,1942.5341825774938
1361,Oklahoma,Noble,1666.327852362912
902,Mississippi,Wilkinson,1611.496771315728
39,Alabama,Lee,1704.1813431671696
1435,Tennessee,Benton,1617.4755700822707
1373,Oklahoma,Pushmataha,-2111.826410010456
167,Colorado,Crowley,1575.5924601922623
1402,South Carolina,Darlington,1895.0124558846537
93,Arkansas,Columbia,1796.2487431901836
404,Georgia,Seminole,1437.0826536334005
141,Arkansas,Saline,1611.2469540562633
859,Mississippi,Lafayette,1718.707628076495
282,Georgia,Atkinson,2616.9168086077793
1409,South Carolina,Greenville,4144.635208618431
1481,Tennessee,Lawrence,6298.645087941984
308,Georgia,Cherokee,1634.2434619249589
1737,Texas,Somervell,1756.1010119582625
67,Arizona,Coconino,1559.1820859130567
1072,Nebraska,Madison,1603.509619725094
1281,Ohio,Morrow,908.1953861514198
936,Missouri,Daviess,1646.7930707927817
801,Michigan,Missaukee,1779.4059714127711
1811,Vermont,Essex,1754.6334774936533
1665,Texas,Lamb,1734.7644877354567
1304,Ohio,Vinton,4127.879753529242
1838,Virginia,Chesterfield,1863.2653096115553
1683,Texas,Maverick,3231.59828249609
826,Mississippi,Adams,1885.1040054431965
757,Michigan,Calhoun,1563.3827695855064
1101,Nebraska,Valley,2060.0604789416157
1264,Ohio,Knox,4395.811202463106
1934,New York,Franklin,1646.9083548660526
1034,Nebraska,Custer,2082.728950091924
572,Illinois,Whiteside,1589.6769667060616
143,Arkansas,Searcy,2695.343398668996
1277,Ohio,Miami,1556.007141098725
601,Iowa,Dallas,3857.3121494010074
1862,Virginia,Henry,1190.0756697287038
1153,North Carolina,Duplin,2759.453418020991
723,Louisiana,West Baton Rouge,2341.2445488469316
829,Mississippi,Attala,1920.4014929772895
621,Iowa,Howard,1573.3687855087032
210,Colorado,San Juan,2579.9183910832835
1874,Virginia,Madison,2359.4417064200084
1921,New Hampshire,Coos,2377.495031039549
1814,Vermont,Orange,1723.6600035598185
958,Missouri,Lafayette,1745.8054986032214
646,Iowa,Muscatine,2773.5913249918367
1582,Texas,Dallam,2248.087042504574
472,Idaho,Nez Perce,1610.762654662469
1309,Ohio,Wood,1204.6353396962957
880,Mississippi,Pike,1644.6810545747567
1569,Texas,Collin,1754.4098628680506
1489,Tennessee,Maury,2820.342064174332
1777,Texas,Zapata,3878.9569660570423
1561,Texas,Castro,1883.9567609553992
1936,New York,Monroe,9196.3885728122
941,Missouri,Gasconade,1634.4766469850933
946,Missouri,Henry,1531.2561451058432
137,Arkansas,Pope,3130.5402347549953
1730,Texas,San Saba,1665.8946773440675
957,Missouri,LaClede,2290.9910467518253
1778,Texas,Zavala,2044.543018575333
1087,Nebraska,Richardson,1849.330233139551
104,Arkansas,Fulton,1577.1758488738158
1519,Tennessee,Van Buren,1550.8360203871925
1187,North Carolina,New Hanover,3534.2415547707997
1113,Nevada,Eureka,1741.5231221898225
289,Georgia,Ben Hill,8864.228558371742
312,Georgia,Clinch,1313.1426204037766
913,Missouri,Benton,3852.701824827217
1181,North Carolina,McDowell,2176.6979687482817
1143,North Carolina,Cherokee,1551.2625328368376
719,Louisiana,Vermilion,18245.105276396986
586,Iowa,Buchanan,7575.57244651093
754,Michigan,Benzie,1614.8917079068203
1835,Virginia,Carroll,2517.77474991782
1691,Texas,Mills,1785.1123559030332
1210,North Carolina,Transylvania,2117.4849735120138
1755,Texas,Upton,1610.1164467865724
1914,Virginia,Westmoreland,1578.2285938262455
1460,Tennessee,Grainger,4222.868142001995
1779,Utah,Beaver,1767.0401876002475
980,Missouri,Osage,1799.0609405876808
623,Iowa,Ida,1756.6871466681364
808,Michigan,Oceana,1672.464650500584
1776,Texas,Young,2024.8334357967965
704,Louisiana,Madison,1858.7646612049605
228,Florida,Collier,1710.7814412810046
1155,North Carolina,Edgecombe,2009.8142222203348
96,Arkansas,Crawford,1629.0567208951697
10,Alabama,Chilton,2015.270733493102
1172,North Carolina,Jackson,1735.5500503882913
411,Georgia,Tattnall,1937.166915751162
23,Alabama,Dallas,16473.150595181596
1008,Missouri,Warren,1591.491260985565
1873,Virginia,Lunenburg,834.6619080257124
692,Louisiana,East Feliciana,2295.253394696934
582,Iowa,Benton,1377.897461556242
378,Georgia,Meriwether,-1383.1850131819574
538,Illinois,McHenry,3539.1641465313605
1608,Texas,Frio,2028.77221398636
60,Alabama,Tuscaloosa,154009.5810595068
1615,Texas,Gray,2205.461258200002
1760,Texas,Walker,2009.886254433323
356,Georgia,Irwin,7114.5241476801475
1117,Nevada,Lyon,2860.887049032576
1694,Texas,Montgomery,2875.6865229205005
731,Maine,Lincoln,1630.3304349877183
1060,Nebraska,Howard,2068.387872101993
1035,Nebraska,Dakota,4291.823466725757
770,Michigan,Gladwin,1599.7350787727391
1418,South Carolina,Lexington,1779.0308482608182
1560,Texas,Cass,1766.7680581471213
1506,Tennessee,Rutherford,2958.8167120386156
117,Arkansas,Lawrence,2386.4170204753027
414,Georgia,Terrell,1788.7563431728427
458,Idaho,Elmore,4292.129493637721
229,Florida,Columbia,1579.627588203167
1059,Nebraska,Hooker,980.1366506255649
1636,Texas,Hood,1702.145157331434
1126,North Carolina,Alleghany,1805.025933067083
271,Florida,Sarasota,2088.9299472013895
262,Florida,Okeechobee,2969.6759762695037
264,Florida,Osceola,1640.333208679551
939,Missouri,Dunklin,9006.563240186784
560,Illinois,Scott,1856.4850717472023
664,Iowa,Van Buren,1549.018310085006
125,Arkansas,Miller,1900.5617490711918
891,Mississippi,Tallahatchie,3337.5887929560013
635,Iowa,Lucas,1981.2079512017206
1399,South Carolina,Chesterfield,2304.042125525304
712,Louisiana,Red River,2741.8991347806814
452,Idaho,Canyon,2514.7802876633878
645,Iowa,Montgomery,1558.9910002870818
1141,North Carolina,Catawba,2619.49945971478
1834,Virginia,Caroline,1549.3958285221383
849,Mississippi,Hinds,1610.3613135876326
1931,New York,Clinton,3428.071545588679
1359,Oklahoma,Murray,1641.5910764894384
620,Iowa,Henry,1862.0604938628335
1352,Oklahoma,Love,8771.943092236295
691,Louisiana,East Carroll,1705.9237937621208
165,Colorado,Conejos,1655.584231117122
1318,Oklahoma,Caddo,2020.1918980425603
1456,Tennessee,Fentress,2622.901666300634
1119,Nevada,Nye,14562.357614395089
350,Georgia,Haralson,1558.8956251213838
840,Mississippi,Copiah,1834.5549895105505
1302,Ohio,Union,2348.543584637684
1051,Nebraska,Grant,2002.8530671677327
893,Mississippi,Tippah,2348.272232110661
160,Colorado,Boulder,1848.1163376360428
890,Mississippi,Sunflower,1427.8905263172621
735,Maine,Washington,1881.4225415365363
485,Illinois,Boone,2578.9159948108336
907,Missouri,Andrew,1489.8159436758465
1261,Ohio,Huron,1650.9092207657686
238,Florida,Gulf,6262.81196051032
225,Florida,Charlotte,1725.3331914912708
667,Iowa,Washington,1620.9413836275633
1500,Tennessee,Pickett,2206.450366051754
120,Arkansas,Little River,2526.7826742860425
584,Iowa,Boone,2083.45967715637
1089,Nebraska,Saline,4465.790560154972
1517,Tennessee,Unicoi,1945.068394863804
439,Idaho,Ada,1689.2603753983215
903,Mississippi,Winston,1878.7912141023894
1100,Nebraska,Thurston,1687.758538107424
19,Alabama,Covington,55597.20206367979
1229,Ohio,Belmont,1496.9659259946798
427,Georgia,Ware,1666.4139567006764
924,Missouri,Cass,1365.1495631071703
109,Arkansas,Hot Spring,3486.5845555526453
1472,Tennessee,Hickman,1578.6374768607966
447,Idaho,Bonner,906.6794228960716
191,Colorado,Lincoln,1696.6574371916631
1440,Tennessee,Cannon,1631.891402077958
791,Michigan,Livingston,1888.2979698266734
675,Louisiana,Acadia,1579.013538372313
65,Arizona,Apache,1512.0339896894943
1296,Ohio,Seneca,1733.91131795181
329,Georgia,Echols,1873.7596555118325
1888,Virginia,Patrick,1670.030358143023
1105,Nebraska,Wheeler,2119.9235126031062
683,Louisiana,Caddo,2119.7976580127465
464,Idaho,Jerome,11169.87620279786
1682,Texas,Matagorda,2376.6287024948324
1093,Nebraska,Seward,2334.7319898554188
1027,Nebraska,Cedar,2512.0672329037343
1927,New Hampshire,Sullivan,2143.6803755108367
6,Alabama,Butler,1660.3933381419063
921,Missouri,Cape Girardeau,1725.4431695149633
578,Iowa,Adams,1997.7947823899913
981,Missouri,Ozark,1786.0737841414507
1708,Texas,Parker,1757.8683621223936
633,Iowa,Linn,1484.538885704428
587,Iowa,Buena Vista,24615.875329928185
311,Georgia,Clayton,13665.403842469332
1077,Nebraska,Nemaha,3666.3446841475097
1340,Oklahoma,Harper,1654.0442296744573
617,Iowa,Hancock,1706.983618990938
1879,Virginia,Nelson,1944.2972938492253
739,Massachusetts,Franklin,3090.6474178543785
394,Georgia,Polk,3760.0794099586647
1043,Nebraska,Fillmore,4317.10961129343
1928,New York,Albany,3064.09739195497
1248,Ohio,Fulton,1919.645827541024
465,Idaho,Kootenai,1626.1662722332428
952,Missouri,Jackson,1992.9637126778725
743,Massachusetts,Plymouth,1472.376425083456
659,Iowa,Sioux,1596.6088512282918
1337,Oklahoma,Grant,8152.234225521094
150,Arkansas,Washington,4652.736040554684
1808,Vermont,Addison,1815.6439346041593
1190,North Carolina,Orange,1669.1652340352457
1638,Texas,Houston,1618.0682232439124
631,Iowa,Kossuth,1614.33511962822
655,Iowa,Ringgold,1721.8975670014017
1186,North Carolina,Nash,1595.5986914517898
665,Iowa,Wapello,1685.8340269521507
1316,Oklahoma,Blaine,6579.787677423243
688,Louisiana,Claiborne,2925.646909621814
911,Missouri,Barton,1916.1873676457467
747,Michigan,Allegan,2127.3185487066885
1621,Texas,Hall,1881.9523054635358
1477,Tennessee,Johnson,1653.4406506912217
413,Georgia,Telfair,2183.8153109924956
643,Iowa,Monona,1608.9991099894128
1276,Ohio,Mercer,1773.5343180577013
188,Colorado,La Plata,7948.1894281304685
1151,North Carolina,Davidson,1649.4471108890034
1819,Virginia,Albemarle,8018.4626052135945
126,Arkansas,Mississippi,6804.049351710953
748,Michigan,Alpena,251742.4578079691
1269,Ohio,Lorain,2304.058477789974
1487,Tennessee,Marion,1260.8626155417066
1912,Virginia,Warren,2202.88111358083
1656,Texas,Kenedy,1871.6409461348894
1263,Ohio,Jefferson,1526.1602123824628
523,Illinois,Kendall,1617.8940629531091
1154,North Carolina,Durham,2242.135306632358
1692,Texas,Mitchell,2272.302445793004
1664,Texas,Lamar,1668.8597002307993
795,Michigan,Manistee,1535.3786457344165
1670,Texas,Liberty,1706.1685365257626
1810,Vermont,Chittenden,4963.89970480992
901,Mississippi,Webster,2105.8172528004643
1913,Virginia,Washington,1843.2816378863085
1116,Nevada,Lincoln,1956.5146328008966
690,Louisiana,East Baton Rouge,739.3994881455401
1412,South Carolina,Horry,74719.7515938413
1933,New York,Essex,7044.472350330988
671,Iowa,Winneshiek,3078.662522840171
113,Arkansas,Jackson,939.3143487145851
960,Missouri,Lewis,2279.1419114429546
1651,Texas,Johnson,3057.495793449296
1875,Virginia,Mathews,1637.6068788367363
574,Illinois,Williamson,1641.5165014682916
47,Alabama,Mobile,1677.0925812031899
1550,Texas,Brooks,1352.0778353270928
101,Arkansas,Drew,2181.286156938588
502,Illinois,Effingham,2197.4353749493976
687,Louisiana,Catahoula,1913.4210196662325
152,Arkansas,Woodruff,5898.316315068242
627,Iowa,Jefferson,1776.0358273684528
592,Iowa,Cedar,1795.8605408980784
1607,Texas,Freestone,1644.689449042135
140,Arkansas,Randolph,21937.348737690907
1865,Virginia,James City,2207.536569443321
217,Colorado,Yuma,2362.736687985607
1792,Utah,Millard,1549.5163424997982
769,Michigan,Genesee,1813.20938217489
1675,Texas,Loving,1684.3466769229556
864,Mississippi,Lee,1594.0770070299393
889,Mississippi,Stone,7259.572609574151
1744,Texas,Tarrant,2395.5311741142805
445,Idaho,Blaine,1861.5779576891011
699,Louisiana,Jefferson,1730.2296542599152
721,Louisiana,Washington,11083.664964926465
658,Iowa,Shelby,1998.2451680828335
1300,Ohio,Trumbull,12551.457779441516
751,Michigan,Baraga,17624.968485241272
1201,North Carolina,Rockingham,4527.931184500198
1861,Virginia,Henrico,1675.282437966913
1384,Oklahoma,Washita,932.9523881492235
1909,Virginia,Sussex,766.4337982647501
967,Missouri,Marion,1156.614394927115
155,Colorado,Alamosa,2903.3772187084774
896,Mississippi,Union,1670.5553101019116
1221,North Carolina,Yadkin,2781.13245081802
632,Iowa,Lee,1296.9895848608026
536,Illinois,Massac,1701.0271185026843
1765,Texas,Wharton,2000.9862052485873
802,Michigan,Monroe,1391.6809898882839
1624,Texas,Hardeman,1622.4774503337644
1657,Texas,Kent,10871.929332423326
184,Colorado,Jefferson,7673.00688206851
663,Iowa,Union,1009.0921210660663
1869,Virginia,Lancaster,2178.389591374302
994,Missouri,Reynolds,1646.9818200140057
869,Mississippi,Marion,1333.6976050035537
1712,Texas,Potter,1590.8882045430425
1939,New York,Suffolk,1714.9431040417924
785,Michigan,Kent,1600.1110540655036
519,Illinois,Jersey,1511.3471471278665
476,Idaho,Power,2063.9739286091294
239,Florida,Hamilton,1649.0850810629013
666,Iowa,Warren,6412.53432614387
1587,Texas,Denton,1970.172710137197
1911,Virginia,Virginia Beach,2785.1072915765462
1339,Oklahoma,Harmon,1688.9418611309338
59,Alabama,Tallapoosa,1465.1457930551278
325,Georgia,Dooly,-465.36131590983587
780,Michigan,Iron,2491.8464396781974
389,Georgia,Paulding,17441.41087638205
33,Alabama,Houston,1845.784991988517
1584,Texas,Dawson,1589.3244330052066
1046,Nebraska,Furnas,4693.493309793108
1459,Tennessee,Giles,2048.7353262236943
393,Georgia,Pike,2934.0906483931685
498,Illinois,Cumberland,1925.6087234508082
1006,Missouri,Texas,2233.796607821345
1793,Utah,Morgan,2004.7609200389966
1390,South Carolina,Anderson,3619.6021638428224
1643,Texas,Irion,1668.401115606512
1070,Nebraska,Logan,1231.8117693988802
1457,Tennessee,Franklin,1636.3703403532165
1044,Nebraska,Franklin,1980.0113780912943
1292,Ohio,Richland,1413.9204178375803
628,Iowa,Johnson,4895.429199384719
1551,Texas,Brown,3474.0861886336907
302,Georgia,Carroll,1572.4638997669788
997,Missouri,Schuyler,2369.5007076973097
1868,Virginia,King William,3690.6004264411104
369,Georgia,Lincoln,2355.0046126992765
274,Florida,Suwannee,2866.5948326599278
480,Idaho,Valley,1667.0451861160368
246,Florida,Indian River,1811.4949850890284
1394,South Carolina,Berkeley,1723.2902415982946
1520,Tennessee,Warren,6035.053499488841
1807,Utah,Weber,1578.5993375184894
875,Mississippi,Noxubee,3163.105756144638
37,Alabama,Lauderdale,1581.2201963865261
278,Florida,Wakulla,1793.9339049509422
998,Missouri,Scotland,2206.072063800622
236,Florida,Gilchrist,20872.169793792662
966,Missouri,Maries,1574.7647674804487
366,Georgia,Laurens,1620.751566138428
662,Iowa,Taylor,1586.6275083790545
232,Florida,Escambia,1759.1205424870009
706,Louisiana,Natchitoches,1982.8043370649298
597,Iowa,Clay,1808.9179755840557
349,Georgia,Hancock,1616.9591605265148
1332,Oklahoma,Dewey,1665.510392609988
133,Arkansas,Phillips,9534.555867546547
1699,Texas,Navarro,1609.8084173247858
838,Mississippi,Clay,1959.9639533932618
871,Mississippi,Monroe,2787.796548650168
888,Mississippi,Smith,1591.4029775660645
121,Arkansas,Logan,1584.4569434673253
609,Iowa,Fayette,5814.805980033393
1223,Ohio,Adams,9116.96309435275
172,Colorado,Douglas,1615.4098349166475
738,Massachusetts,Essex,5227.128352548593
388,Georgia,Oglethorpe,1536.0575182808466
1630,Texas,Hays,1405.130578859168
1265,Ohio,Lake,4913.906017960953
21,Alabama,Cullman,1114.1261310374036
127,Arkansas,Monroe,951.6477712365186
1453,Tennessee,Dickson,1345.5138869745297
927,Missouri,Christian,1610.2458825257893
1533,Texas,Atascosa,1768.3203013284997
1405,South Carolina,Edgefield,2581.065985476891
1482,Tennessee,Lewis,1533.5552780462472
817,Michigan,Saginaw,3162.188153750192
630,Iowa,Keokuk,3797.008792592967
406,Georgia,Stephens,1685.9091990883999
1167,North Carolina,Henderson,1957.3392330165927
469,Idaho,Lincoln,6604.611373730648
1295,Ohio,Scioto,1957.8170548693167
862,Mississippi,Lawrence,1743.4374883402015
424,Georgia,Upson,1750.5262989420494
1824,Virginia,Arlington,2215.750543647883
463,Idaho,Jefferson,4863.455932067772
1341,Oklahoma,Haskell,1846.1536470823626
1243,Ohio,Delaware,1666.666962683968
1334,Oklahoma,Garfield,1843.5391415010486
1832,Virginia,Buckingham,1766.3785856547265
550,Illinois,Pike,-80.67813994529752
1860,Virginia,Hanover,1881.5876682725839
128,Arkansas,Montgomery,1993.7506564286448
1795,Utah,Rich,1555.2215779206103
1766,Texas,Wheeler,1942.7378539939486
594,Iowa,Cherokee,2997.7829974010756
778,Michigan,Ionia,1681.4233423150163
1381,Oklahoma,Tulsa,2027.129163816557
625,Iowa,Jackson,1832.6570817255463
1184,North Carolina,Montgomery,2290.717299976933
459,Idaho,Franklin,2117.5483858578355
846,Mississippi,Grenada,-1464.3932577704218
1751,Texas,Travis,3028.475115802588
1020,Nebraska,Box Butte,1945.8656130537513
9,Alabama,Cherokee,2002.9880085948223
1833,Virginia,Campbell,2245.9372699943947
79,Arizona,Yuma,1932.9932114900027
1387,South Carolina,Abbeville,3466.455611614283
401,Georgia,Rockdale,5332.977994137531
1327,Oklahoma,Cotton,1593.2040496763716
1468,Tennessee,Hawkins,2102.3786842222626
453,Idaho,Caribou,3155.150834614289
1067,Nebraska,Knox,1609.4362804906355
1343,Oklahoma,Jackson,14960.095754897582
1591,Texas,Donley,3000.284370409491
1423,South Carolina,Oconee,835.7703481382541
1592,Texas,Duval,1676.1978872264824
1598,Texas,Erath,2324.8033062080895
244,Florida,Hillsborough,1733.090659620203
1605,Texas,Fort Bend,1733.8690598909866
446,Idaho,Boise,1786.2797103208122
1559,Texas,Carson,4468.562041444071
730,Maine,Knox,1677.667653111258
1567,Texas,Coke,1628.8090934519764
477,Idaho,Shoshone,2046.9230185560805
1094,Nebraska,Sheridan,18321.230798825298
948,Missouri,Holt,1730.0843659291227
1880,Virginia,New Kent,1803.9434643024115
1112,Nevada,Esmeralda,13049.722741996717
1821,Virginia,Amelia,2225.0054764021725
144,Arkansas,Sebastian,1922.9805097806309
1770,Texas,Williamson,1788.706118300022
